Iteration,Aileron,AileronLoss,Elevator,ElevatorLoss,Rudder,RudderLoss,DistanceToTarget,PlanePositionX,PlanePositionY,PlanePositionZ,TargetPositionX,TargetPositionY,TargetPositionZ,PlaneVelocityX,PlaneVelocityY,PlaneVelocityZ,PlaneForwardX,PlaneForwardY,PlaneForwardZ,PlaneUpX,PlaneUpY,PlaneUpZ,PlaneRightX,PlaneRightY,PlaneRightZ,LossAngleChange
102,0.500,-16.6227,0.441,-16.6272,1.000,-16.6270,1581.52,4.23,980.63,314.03,1000.00,2000.00,1000.00,12.81,-33.20,178.23,0.07,-0.86,0.51,-0.90,0.16,0.40,0.42,0.49,0.76,1.3990202
103,0.500,-16.5315,0.449,-16.5316,1.000,-16.5315,1580.46,4.45,980.07,317.00,1000.00,2000.00,1000.00,13.14,-33.59,178.11,0.08,-0.85,0.52,-0.90,0.15,0.40,0.42,0.50,0.76,1.3979436
104,0.500,-16.4368,0.453,-16.4369,1.000,-16.4366,1579.41,4.67,979.51,319.97,1000.00,2000.00,1000.00,13.46,-33.97,177.99,0.09,-0.85,0.52,-0.91,0.15,0.39,0.41,0.51,0.75,1.3968534
105,0.508,-16.3425,0.457,-16.3425,1.000,-16.3424,1578.36,4.90,978.93,322.93,1000.00,2000.00,1000.00,13.78,-34.35,177.88,0.10,-0.84,0.53,-0.91,0.14,0.39,0.40,0.52,0.75,1.3957497
106,0.516,-16.2488,0.461,-16.2489,1.000,-16.2488,1577.32,5.14,978.36,325.89,1000.00,2000.00,1000.00,14.09,-34.72,177.77,0.11,-0.83,0.54,-0.91,0.13,0.39,0.40,0.53,0.75,1.3946320
107,0.483,-16.1432,0.501,-16.1431,0.495,-16.1431,1576.28,5.38,977.77,328.86,1000.00,2000.00,1000.00,14.39,-35.09,177.68,0.12,-0.83,0.55,-0.91,0.13,0.38,0.39,0.55,0.74,1.4144237
108,0.502,-16.0476,0.325,-16.0476,0.456,-16.0474,1575.25,5.62,977.18,331.82,1000.00,2000.00,1000.00,14.68,-35.46,177.60,0.12,-0.82,0.56,-0.92,0.12,0.38,0.38,0.56,0.74,1.3983759
109,0.484,-15.9495,0.505,-15.9495,0.446,-15.9493,1574.23,5.87,976.58,334.77,1000.00,2000.00,1000.00,14.96,-35.82,177.52,0.13,-0.81,0.57,-0.92,0.11,0.38,0.37,0.57,0.73,1.4023780
110,0.588,-15.8534,0.299,-15.8534,0.306,-15.8530,1573.21,6.13,975.98,337.73,1000.00,2000.00,1000.00,15.23,-36.18,177.45,0.14,-0.81,0.58,-0.92,0.11,0.37,0.36,0.58,0.73,1.3994472
111,0.492,-15.7533,0.500,-15.7533,0.159,-15.7532,1572.21,6.38,975.37,340.69,1000.00,2000.00,1000.00,15.53,-36.53,177.38,0.15,-0.80,0.58,-0.92,0.10,0.37,0.35,0.59,0.72,1.4054098
112,0.535,-15.6569,0.272,-15.6569,0.080,-15.6566,1571.20,6.65,974.76,343.64,1000.00,2000.00,1000.00,15.81,-36.88,177.31,0.15,-0.79,0.59,-0.93,0.09,0.37,0.34,0.61,0.72,1.3998721
113,0.600,-15.5537,0.494,-15.5533,0.084,-15.5535,1570.21,6.92,974.14,346.60,1000.00,2000.00,1000.00,16.09,-37.22,177.26,0.16,-0.78,0.60,-0.93,0.09,0.36,0.33,0.62,0.71,1.4106029
114,0.520,-15.4567,0.248,-15.4567,0.000,-15.4564,1569.22,7.19,973.51,349.55,1000.00,2000.00,1000.00,16.35,-37.56,177.22,0.17,-0.77,0.61,-0.93,0.08,0.36,0.32,0.63,0.71,1.4007155
115,0.533,-15.3541,0.249,-15.3538,0.000,-15.3536,1568.23,7.47,972.88,352.50,1000.00,2000.00,1000.00,16.61,-37.90,177.18,0.17,-0.76,0.62,-0.93,0.07,0.35,0.31,0.64,0.70,1.4100419
116,0.540,-15.2495,0.249,-15.2496,0.000,-15.2494,1567.26,7.75,972.24,355.46,1000.00,2000.00,1000.00,16.87,-38.23,177.15,0.18,-0.75,0.63,-0.94,0.07,0.35,0.30,0.65,0.69,1.4122628
117,0.552,-15.1434,0.250,-15.1434,0.000,-15.1432,1566.29,8.03,971.60,358.41,1000.00,2000.00,1000.00,17.11,-38.56,177.12,0.19,-0.74,0.64,-0.94,0.06,0.34,0.29,0.67,0.69,1.4151311
118,0.535,-15.0348,0.423,-15.0349,0.000,-15.0343,1565.32,8.32,970.95,361.36,1000.00,2000.00,1000.00,17.34,-38.88,177.11,0.19,-0.73,0.65,-0.94,0.05,0.34,0.28,0.68,0.68,1.4189109
119,0.656,-14.9265,0.000,-14.9270,0.000,-14.9264,1564.36,8.61,970.30,364.31,1000.00,2000.00,1000.00,17.57,-39.20,177.11,0.20,-0.72,0.66,-0.94,0.05,0.33,0.27,0.69,0.67,1.4175577
120,0.637,-14.8162,0.227,-14.8163,0.000,-14.8162,1563.41,8.91,969.64,367.26,1000.00,2000.00,1000.00,17.79,-39.51,177.11,0.20,-0.72,0.67,-0.94,0.04,0.33,0.26,0.70,0.67,1.4207332
121,0.635,-14.7018,0.226,-14.7019,0.000,-14.7015,1562.47,9.21,968.98,370.22,1000.00,2000.00,1000.00,18.00,-39.82,177.12,0.20,-0.71,0.68,-0.95,0.04,0.32,0.25,0.71,0.66,1.4264053
122,0.602,-14.5853,0.365,-14.5853,0.000,-14.5853,1561.53,9.51,968.31,373.17,1000.00,2000.00,1000.00,18.18,-40.15,177.11,0.21,-0.70,0.69,-0.95,0.03,0.31,0.24,0.72,0.65,1.4283503
123,0.601,-14.4685,0.386,-14.4696,0.000,-14.4690,1560.60,9.82,967.63,376.12,1000.00,2000.00,1000.00,18.36,-40.47,177.11,0.21,-0.69,0.70,-0.95,0.02,0.31,0.23,0.73,0.65,1.4284978
124,0.651,-14.3528,0.189,-14.3528,0.000,-14.3528,1559.68,10.13,966.95,379.07,1000.00,2000.00,1000.00,18.53,-40.79,177.13,0.21,-0.68,0.71,-0.95,0.02,0.30,0.22,0.74,0.64,1.4283503
125,0.655,-14.2314,0.192,-14.2313,0.000,-14.2313,1558.76,10.44,966.27,382.02,1000.00,2000.00,1000.00,18.69,-41.10,177.15,0.21,-0.67,0.71,-0.95,0.01,0.30,0.21,0.75,0.63,1.4344286
126,0.248,-14.1053,0.359,-14.1050,0.000,-14.1046,1557.85,10.75,965.58,384.98,1000.00,2000.00,1000.00,18.84,-41.41,177.18,0.21,-0.66,0.72,-0.96,0.01,0.29,0.20,0.75,0.63,1.4400121
127,0.056,-13.9840,0.166,-13.9847,0.000,-13.9840,1556.95,11.07,964.88,387.93,1000.00,2000.00,1000.00,18.98,-41.72,177.22,0.21,-0.65,0.73,-0.96,0.01,0.29,0.19,0.76,0.62,1.4334744
128,1.000,-13.8531,0.169,-13.8533,0.000,-13.8530,1556.05,11.39,964.18,390.89,1000.00,2000.00,1000.00,19.12,-42.02,177.26,0.21,-0.64,0.74,-0.96,0.00,0.28,0.18,0.77,0.61,1.4442320
129,1.000,-13.7230,0.170,-13.7229,0.000,-13.7228,1555.16,11.71,963.48,393.84,1000.00,2000.00,1000.00,19.25,-42.31,177.31,0.21,-0.63,0.75,-0.96,-0.00,0.27,0.17,0.78,0.61,1.4435279
130,0.706,-13.5906,0.307,-13.5906,0.000,-13.5906,1554.28,12.03,962.77,396.80,1000.00,2000.00,1000.00,19.36,-42.61,177.37,0.21,-0.62,0.75,-0.96,-0.01,0.27,0.16,0.78,0.60,1.4453883
131,0.706,-13.4559,0.321,-13.4570,0.000,-13.4559,1553.41,12.36,962.05,399.75,1000.00,2000.00,1000.00,19.47,-42.90,177.43,0.21,-0.62,0.76,-0.97,-0.01,0.26,0.16,0.79,0.60,1.4476392
132,0.330,-13.3175,0.133,-13.3174,0.000,-13.3174,1552.54,12.68,961.33,402.71,1000.00,2000.00,1000.00,19.56,-43.21,177.49,0.21,-0.61,0.77,-0.97,-0.01,0.26,0.15,0.79,0.59,1.4510779
133,0.725,-13.1798,0.135,-13.1799,0.000,-13.1801,1551.68,13.01,960.61,405.67,1000.00,2000.00,1000.00,19.64,-43.51,177.55,0.21,-0.60,0.77,-0.97,-0.01,0.25,0.14,0.80,0.58,1.4500240
134,0.724,-13.0349,0.300,-13.0348,0.000,-13.0347,1550.83,13.34,959.88,408.63,1000.00,2000.00,1000.00,19.71,-43.81,177.62,0.20,-0.60,0.78,-0.97,-0.01,0.24,0.14,0.80,0.58,1.4566571
135,0.723,-12.8918,0.115,-12.8922,0.000,-12.8915,1549.99,13.67,959.14,411.59,1000.00,2000.00,1000.00,19.78,-44.10,177.69,0.20,-0.59,0.78,-0.97,-0.01,0.24,0.13,0.81,0.58,1.4549210
136,0.724,-12.7426,0.115,-12.7424,0.000,-12.7424,1549.15,14.00,958.40,414.56,1000.00,2000.00,1000.00,19.83,-44.40,177.77,0.20,-0.58,0.79,-0.97,-0.01,0.23,0.13,0.81,0.57,1.4594380
137,0.728,-12.5892,0.278,-12.5894,0.000,-12.5887,1548.33,14.33,957.66,417.52,1000.00,2000.00,1000.00,19.87,-44.69,177.85,0.19,-0.58,0.79,-0.97,-0.01,0.23,0.12,0.81,0.57,1.4627726
138,0.735,-12.4362,0.102,-12.4359,0.000,-12.4353,1547.51,14.66,956.91,420.49,1000.00,2000.00,1000.00,19.91,-44.97,177.94,0.19,-0.58,0.80,-0.98,-0.01,0.22,0.12,0.82,0.56,1.4626020
139,0.741,-12.2764,0.102,-12.2761,0.000,-12.2756,1546.69,14.99,956.15,423.45,1000.00,2000.00,1000.00,19.93,-45.26,178.03,0.18,-0.57,0.80,-0.98,-0.01,0.22,0.12,0.82,0.56,1.4667897
140,0.747,-12.1128,0.102,-12.1132,0.000,-12.1128,1545.89,15.33,955.39,426.42,1000.00,2000.00,1000.00,19.95,-45.54,178.12,0.18,-0.57,0.80,-0.98,-0.01,0.21,0.12,0.82,0.56,1.4688027
141,0.753,-11.9308,0.101,-11.9305,0.493,-11.9304,1545.10,15.66,954.63,429.39,1000.00,2000.00,1000.00,19.96,-45.82,178.22,0.17,-0.57,0.81,-0.98,-0.00,0.20,0.11,0.82,0.56,1.4796617
142,0.476,-11.7689,0.207,-11.7688,0.000,-11.7689,1544.31,15.99,953.86,432.36,1000.00,2000.00,1000.00,19.95,-46.10,178.32,0.16,-0.57,0.81,-0.98,0.00,0.20,0.11,0.82,0.56,1.4679606
143,1.000,-11.5819,0.079,-11.5833,0.499,-11.5825,1543.53,16.32,953.09,435.34,1000.00,2000.00,1000.00,19.94,-46.38,178.41,0.15,-0.57,0.81,-0.98,0.01,0.19,0.11,0.82,0.55,1.4816207
144,1.000,-11.4207,0.187,-11.4210,0.000,-11.4205,1542.76,16.65,952.31,438.31,1000.00,2000.00,1000.00,19.90,-46.66,178.52,0.15,-0.57,0.81,-0.98,0.01,0.18,0.11,0.82,0.55,1.4682684
145,0.784,-11.2397,0.227,-11.2395,0.000,-11.2397,1542.00,16.99,951.53,441.29,1000.00,2000.00,1000.00,19.85,-46.93,178.63,0.14,-0.57,0.81,-0.98,0.02,0.18,0.11,0.82,0.55,1.4788662
146,0.496,-11.0364,0.000,-11.0364,0.500,-11.0364,1541.25,17.32,950.74,444.27,1000.00,2000.00,1000.00,19.79,-47.21,178.73,0.13,-0.57,0.81,-0.99,0.02,0.17,0.12,0.82,0.56,1.4890263
147,0.500,-10.8417,0.000,-10.8417,0.500,-10.8417,1540.51,17.64,949.95,447.25,1000.00,2000.00,1000.00,19.71,-47.49,178.84,0.12,-0.57,0.81,-0.99,0.03,0.16,0.12,0.82,0.56,1.4854037
148,0.473,-10.6575,0.000,-10.6575,0.000,-10.6575,1539.77,17.97,949.15,450.23,1000.00,2000.00,1000.00,19.62,-47.76,178.95,0.11,-0.57,0.81,-0.99,0.04,0.16,0.12,0.82,0.56,1.4805627
149,1.000,-10.4663,0.000,-10.4670,0.494,-10.4670,1539.05,18.30,948.35,453.22,1000.00,2000.00,1000.00,19.52,-48.04,179.05,0.10,-0.57,0.81,-0.99,0.04,0.15,0.12,0.82,0.56,1.4834974
150,0.500,-10.2262,0.500,-10.2262,0.500,-10.2262,1538.34,18.62,947.55,456.20,1000.00,2000.00,1000.00,19.40,-48.31,179.16,0.09,-0.58,0.81,-0.99,0.05,0.14,0.12,0.82,0.56,1.5017056
151,0.928,-10.0734,0.000,-10.0734,0.000,-10.0734,1537.63,18.94,946.74,459.19,1000.00,2000.00,1000.00,19.27,-48.59,179.26,0.07,-0.58,0.81,-0.99,0.06,0.13,0.12,0.81,0.57,1.4621733
152,0.934,-9.8468,0.000,-9.8468,0.500,-9.8468,1536.94,19.26,945.92,462.18,1000.00,2000.00,1000.00,19.12,-48.86,179.37,0.06,-0.58,0.81,-0.99,0.07,0.12,0.13,0.81,0.57,1.4973654
153,0.916,-9.6523,0.120,-9.6523,0.000,-9.6523,1536.26,19.58,945.10,465.17,1000.00,2000.00,1000.00,18.94,-49.13,179.47,0.05,-0.59,0.81,-0.99,0.08,0.12,0.13,0.81,0.58,1.4852970
154,0.500,-9.3694,0.000,-9.3699,0.500,-9.3694,1535.58,19.89,944.28,468.16,1000.00,2000.00,1000.00,18.75,-49.40,179.57,0.04,-0.59,0.81,-0.99,0.08,0.11,0.13,0.80,0.58,1.5119629
155,0.965,-9.2095,0.114,-9.2094,0.000,-9.2095,1534.92,20.20,943.45,471.16,1000.00,2000.00,1000.00,18.54,-49.66,179.67,0.02,-0.60,0.80,-0.99,0.09,0.10,0.13,0.80,0.59,1.4669473
156,0.501,-8.9127,0.000,-8.9133,0.500,-8.9127,1534.27,20.50,942.62,474.15,1000.00,2000.00,1000.00,18.31,-49.93,179.76,0.01,-0.60,0.80,-0.99,0.10,0.09,0.13,0.79,0.59,1.5146918
157,1.000,-8.7404,0.115,-8.7404,0.000,-8.7404,1533.63,20.80,941.79,477.15,1000.00,2000.00,1000.00,18.05,-50.18,179.85,-0.01,-0.61,0.80,-0.99,0.11,0.08,0.14,0.79,0.60,1.4744010
158,1.000,-8.5073,0.000,-8.5073,0.000,-8.5073,1533.00,21.10,940.94,480.15,1000.00,2000.00,1000.00,17.77,-50.44,179.94,-0.02,-0.61,0.79,-0.99,0.12,0.07,0.14,0.78,0.61,1.4993970
159,0.506,-8.1953,0.126,-8.1952,0.494,-8.1953,1532.38,21.39,940.10,483.15,1000.00,2000.00,1000.00,17.47,-50.69,180.02,-0.04,-0.62,0.79,-0.99,0.13,0.06,0.14,0.78,0.61,1.5174302
160,0.536,-7.9437,0.000,-7.9437,0.500,-7.9437,1531.78,21.68,939.25,486.15,1000.00,2000.00,1000.00,17.14,-50.94,180.10,-0.06,-0.62,0.78,-0.99,0.14,0.04,0.14,0.77,0.62,1.5046468
161,0.500,-7.6799,0.500,-7.6799,0.500,-7.6799,1531.19,21.96,938.40,489.15,1000.00,2000.00,1000.00,16.79,-51.18,180.16,-0.07,-0.63,0.78,-0.99,0.15,0.03,0.14,0.76,0.63,1.5076996
162,1.000,-7.4915,0.000,-7.4915,1.000,-7.4915,1530.61,22.23,937.54,492.16,1000.00,2000.00,1000.00,16.41,-51.42,180.22,-0.09,-0.63,0.77,-0.99,0.17,0.02,0.14,0.76,0.64,1.4825974
163,1.000,-7.2415,0.000,-7.2415,1.000,-7.2415,1530.04,22.50,936.68,495.16,1000.00,2000.00,1000.00,16.04,-51.66,180.26,-0.11,-0.64,0.76,-0.98,0.18,0.01,0.14,0.75,0.65,1.5042281
164,0.500,-6.9230,0.500,-6.9230,1.000,-6.9230,1529.49,22.76,935.82,498.17,1000.00,2000.00,1000.00,15.65,-51.88,180.32,-0.13,-0.64,0.75,-0.98,0.19,-0.00,0.14,0.74,0.66,1.5185124
165,1.000,-6.7295,0.000,-6.7295,1.000,-6.7295,1528.94,23.01,934.95,501.17,1000.00,2000.00,1000.00,15.23,-52.08,180.36,-0.14,-0.65,0.75,-0.98,0.20,-0.02,0.14,0.73,0.66,1.4848676
166,1.000,-6.4578,0.511,-6.4578,0.999,-6.4578,1528.42,23.26,934.08,504.18,1000.00,2000.00,1000.00,14.78,-52.29,180.39,-0.16,-0.65,0.74,-0.98,0.21,-0.03,0.13,0.73,0.67,1.5095373
167,0.436,-6.1975,0.000,-6.1975,1.000,-6.1975,1527.90,23.50,933.20,507.19,1000.00,2000.00,1000.00,14.31,-52.48,180.41,-0.18,-0.66,0.73,-0.97,0.22,-0.04,0.13,0.72,0.68,1.5068436
168,0.200,-5.9178,0.760,-5.9178,0.000,-5.9178,1527.40,23.73,932.32,510.19,1000.00,2000.00,1000.00,13.80,-52.66,180.42,-0.20,-0.66,0.72,-0.97,0.23,-0.06,0.13,0.71,0.69,1.5112712
169,0.041,-5.6887,0.000,-5.6887,0.556,-5.6886,1526.91,23.95,931.44,513.20,1000.00,2000.00,1000.00,13.27,-52.83,180.40,-0.22,-0.67,0.71,-0.97,0.24,-0.07,0.12,0.70,0.70,1.4982226
170,0.291,-5.4060,0.500,-5.4060,1.000,-5.4060,1526.44,24.16,930.56,516.21,1000.00,2000.00,1000.00,12.70,-52.99,180.37,-0.24,-0.67,0.70,-0.96,0.25,-0.09,0.12,0.70,0.71,1.5118868
171,0.500,-5.1528,0.900,-5.1528,1.000,-5.1528,1525.98,24.36,929.67,519.21,1000.00,2000.00,1000.00,12.10,-53.13,180.32,-0.26,-0.68,0.69,-0.96,0.26,-0.10,0.11,0.69,0.72,1.5050602
172,0.493,-4.9022,1.000,-4.9022,1.000,-4.9022,1525.54,24.55,928.79,522.22,1000.00,2000.00,1000.00,11.47,-53.26,180.25,-0.28,-0.68,0.68,-0.95,0.27,-0.12,0.11,0.68,0.72,1.5043898
173,0.157,-4.6543,0.865,-4.6544,1.000,-4.6544,1525.11,24.73,927.90,525.22,1000.00,2000.00,1000.00,10.80,-53.37,180.15,-0.30,-0.68,0.67,-0.95,0.29,-0.13,0.10,0.67,0.73,1.5036397
174,0.000,-4.4100,0.786,-4.4100,1.000,-4.4100,1524.70,24.90,927.01,528.22,1000.00,2000.00,1000.00,10.10,-53.47,180.03,-0.32,-0.68,0.66,-0.94,0.30,-0.15,0.09,0.67,0.74,1.5027033
175,0.505,-4.1692,0.703,-4.1692,1.000,-4.1692,1524.30,25.06,926.11,531.22,1000.00,2000.00,1000.00,9.37,-53.55,179.88,-0.34,-0.69,0.64,-0.94,0.31,-0.17,0.08,0.66,0.75,1.5017056
176,0.505,-3.9323,0.771,-3.9319,1.000,-3.9319,1523.92,25.20,925.22,534.21,1000.00,2000.00,1000.00,8.72,-53.65,179.76,-0.36,-0.69,0.63,-0.93,0.32,-0.18,0.08,0.65,0.75,1.5006783
177,0.506,-3.6985,0.736,-3.6986,1.000,-3.6987,1523.56,25.34,924.32,537.21,1000.00,2000.00,1000.00,8.03,-53.74,179.61,-0.38,-0.69,0.62,-0.92,0.33,-0.20,0.07,0.65,0.76,1.4994342
178,0.505,-3.4685,0.540,-3.4685,1.000,-3.4684,1523.21,25.46,923.43,540.20,1000.00,2000.00,1000.00,7.33,-53.80,179.47,-0.39,-0.69,0.61,-0.92,0.34,-0.21,0.06,0.64,0.76,1.4985675
179,0.505,-3.2419,0.499,-3.2419,1.000,-3.2418,1522.87,25.57,922.53,543.19,1000.00,2000.00,1000.00,6.60,-53.83,179.31,-0.41,-0.69,0.60,-0.91,0.35,-0.23,0.05,0.64,0.77,1.4973654
180,0.505,-3.0188,0.499,-3.0186,1.000,-3.0186,1522.55,25.66,921.63,546.17,1000.00,2000.00,1000.00,5.84,-53.85,179.12,-0.43,-0.69,0.59,-0.90,0.36,-0.24,0.04,0.63,0.77,1.4962853
181,0.505,-2.7994,0.534,-2.7993,1.000,-2.7993,1522.25,25.76,920.73,549.16,1000.00,2000.00,1000.00,5.46,-54.03,179.07,-0.44,-0.69,0.57,-0.90,0.37,-0.26,0.03,0.63,0.78,1.4949214
182,0.505,-2.5808,0.511,-2.5808,1.000,-2.5808,1521.95,25.84,919.83,552.14,1000.00,2000.00,1000.00,5.08,-54.20,179.02,-0.46,-0.69,0.56,-0.89,0.37,-0.27,0.03,0.62,0.78,1.4946681
183,0.611,-2.3655,0.499,-2.3655,1.000,-2.3655,1521.67,25.92,918.92,555.12,1000.00,2000.00,1000.00,4.69,-54.37,178.95,-0.48,-0.69,0.55,-0.88,0.38,-0.28,0.02,0.62,0.79,1.4935505
184,0.608,-2.1498,0.662,-2.1497,1.000,-2.1497,1521.40,25.99,918.01,558.10,1000.00,2000.00,1000.00,4.29,-54.53,178.87,-0.49,-0.68,0.54,-0.87,0.39,-0.29,0.01,0.62,0.79,1.4937246
185,0.609,-1.9360,0.586,-1.9359,0.997,-1.9359,1521.15,26.05,917.10,561.08,1000.00,2000.00,1000.00,3.88,-54.68,178.78,-0.50,-0.68,0.53,-0.86,0.40,-0.31,0.00,0.61,0.79,1.4929793
186,1.000,-1.7231,0.614,-1.7222,1.000,-1.7223,1520.90,26.11,916.19,564.06,1000.00,2000.00,1000.00,3.51,-54.85,178.71,-0.52,-0.68,0.52,-0.86,0.41,-0.32,-0.00,0.61,0.79,1.4929349
187,0.619,-1.5125,1.000,-1.5122,0.994,-1.5122,1520.67,26.17,915.27,567.04,1000.00,2000.00,1000.00,3.13,-55.01,178.62,-0.53,-0.68,0.51,-0.85,0.42,-0.33,-0.01,0.61,0.80,1.4916284
188,0.620,-1.3030,0.796,-1.3031,0.999,-1.3030,1520.46,26.21,914.35,570.01,1000.00,2000.00,1000.00,2.74,-55.16,178.53,-0.54,-0.67,0.50,-0.84,0.43,-0.34,-0.01,0.60,0.80,1.4913064
189,0.618,-1.0825,0.381,-1.0824,0.449,-1.0822,1520.25,26.25,913.43,572.99,1000.00,2000.00,1000.00,2.35,-55.31,178.43,-0.55,-0.67,0.49,-0.83,0.43,-0.34,-0.02,0.60,0.80,1.4954647
190,1.000,-0.8772,0.387,-0.8774,1.000,-0.8773,1520.06,26.28,912.51,575.96,1000.00,2000.00,1000.00,1.95,-55.45,178.32,-0.56,-0.67,0.49,-0.83,0.44,-0.35,-0.02,0.60,0.80,1.4896085
191,1.000,-0.6677,0.385,-0.6665,0.300,-0.6665,1519.88,26.31,911.58,578.93,1000.00,2000.00,1000.00,1.54,-55.57,178.20,-0.57,-0.66,0.48,-0.82,0.45,-0.36,-0.02,0.60,0.80,1.4919024
192,1.000,-0.4656,0.000,-0.4658,0.968,-0.4657,1519.71,26.33,910.65,581.90,1000.00,2000.00,1000.00,1.12,-55.69,178.07,-0.58,-0.66,0.47,-0.81,0.46,-0.36,-0.02,0.59,0.81,1.4879872
193,0.650,-0.2711,0.386,-0.2711,1.000,-0.2709,1519.56,26.34,909.72,584.86,1000.00,2000.00,1000.00,0.72,-55.82,177.96,-0.59,-0.66,0.47,-0.80,0.47,-0.36,-0.02,0.59,0.81,1.4854569
194,0.667,-0.0728,0.385,-0.0726,1.000,-0.0724,1519.42,26.34,908.79,587.83,1000.00,2000.00,1000.00,0.32,-55.94,177.83,-0.60,-0.65,0.46,-0.80,0.48,-0.37,-0.02,0.59,0.81,1.4870239
195,1.000,0.1410,0.385,0.1412,0.333,0.1416,1519.29,26.34,907.86,590.79,1000.00,2000.00,1000.00,-0.10,-56.04,177.70,-0.61,-0.65,0.46,-0.79,0.49,-0.37,-0.02,0.59,0.81,1.4930677
196,0.928,0.3379,0.000,0.3394,1.000,0.3391,1519.17,26.33,906.92,593.75,1000.00,2000.00,1000.00,-0.56,-56.11,177.54,-0.62,-0.64,0.45,-0.78,0.50,-0.37,-0.01,0.58,0.81,1.4866117
197,1.000,0.5236,0.000,0.5236,1.000,0.5236,1519.07,26.32,905.98,596.70,1000.00,2000.00,1000.00,-1.01,-56.18,177.37,-0.63,-0.64,0.45,-0.78,0.51,-0.37,-0.01,0.58,0.81,1.4806814
198,0.998,0.7292,0.000,0.7288,0.378,0.7292,1518.98,26.29,905.05,599.66,1000.00,2000.00,1000.00,-1.46,-56.24,177.21,-0.64,-0.63,0.44,-0.77,0.52,-0.37,-0.00,0.58,0.82,1.4899442
199,0.242,0.9265,0.000,0.9261,0.164,0.9265,1518.90,26.26,904.11,602.61,1000.00,2000.00,1000.00,-1.91,-56.30,177.05,-0.65,-0.62,0.44,-0.76,0.53,-0.37,0.00,0.58,0.82,1.4865080
200,0.941,1.1162,0.000,1.1162,0.292,1.1162,1518.84,26.22,903.17,605.56,1000.00,2000.00,1000.00,-2.36,-56.35,176.90,-0.65,-0.62,0.44,-0.76,0.54,-0.37,0.01,0.57,0.82,1.4831620
201,1.000,1.2876,0.000,1.2876,1.000,1.2876,1518.79,26.17,902.23,608.50,1000.00,2000.00,1000.00,-2.80,-56.40,176.74,-0.66,-0.61,0.44,-0.75,0.55,-0.37,0.02,0.57,0.82,1.4738551
202,0.500,1.4717,0.000,1.4717,1.000,1.4717,1518.74,26.12,901.29,611.45,1000.00,2000.00,1000.00,-3.23,-56.44,176.58,-0.67,-0.60,0.43,-0.74,0.56,-0.37,0.02,0.57,0.82,1.4805032
203,1.000,1.6567,0.000,1.6567,0.000,1.6567,1518.72,26.06,900.35,614.39,1000.00,2000.00,1000.00,-3.67,-56.48,176.43,-0.68,-0.59,0.43,-0.73,0.58,-0.36,0.03,0.56,0.82,1.4809771
204,0.239,1.8326,0.618,1.8326,1.000,1.8326,1518.70,25.99,899.40,617.32,1000.00,2000.00,1000.00,-4.10,-56.52,176.28,-0.69,-0.58,0.43,-0.72,0.59,-0.36,0.04,0.56,0.83,1.4763293
205,0.181,1.9976,0.000,1.9976,1.000,1.9976,1518.69,25.92,898.46,620.26,1000.00,2000.00,1000.00,-4.53,-56.54,176.13,-0.70,-0.57,0.43,-0.72,0.60,-0.36,0.05,0.56,0.83,1.4700774
206,0.500,2.1864,0.500,2.1864,0.500,2.1864,1518.70,25.83,897.52,623.19,1000.00,2000.00,1000.00,-4.94,-56.57,175.99,-0.71,-0.56,0.43,-0.71,0.61,-0.35,0.06,0.55,0.83,1.4827676
207,0.830,2.3408,0.042,2.3407,0.146,2.3407,1518.72,25.74,896.58,626.12,1000.00,2000.00,1000.00,-5.37,-56.58,175.84,-0.71,-0.55,0.43,-0.70,0.63,-0.35,0.08,0.55,0.83,1.4631966
208,0.836,2.5037,0.035,2.5037,0.146,2.5037,1518.75,25.65,895.63,629.05,1000.00,2000.00,1000.00,-5.79,-56.59,175.70,-0.72,-0.54,0.43,-0.69,0.64,-0.35,0.09,0.55,0.83,1.4688785
209,0.837,2.6586,0.863,2.6586,1.000,2.6586,1518.79,25.54,894.69,631.98,1000.00,2000.00,1000.00,-6.21,-56.59,175.56,-0.73,-0.53,0.43,-0.68,0.65,-0.34,0.10,0.54,0.83,1.4636173
210,0.501,2.8356,0.500,2.8356,0.500,2.8356,1518.84,25.43,893.75,634.90,1000.00,2000.00,1000.00,-6.63,-56.57,175.42,-0.74,-0.52,0.43,-0.67,0.67,-0.34,0.11,0.54,0.84,1.4769123
211,0.813,2.9611,0.121,2.9611,1.000,2.9609,1518.90,25.32,892.81,637.82,1000.00,2000.00,1000.00,-7.04,-56.55,175.28,-0.75,-0.50,0.44,-0.65,0.68,-0.33,0.13,0.53,0.84,1.4386275
212,0.803,3.1084,0.332,3.1083,1.000,3.1085,1518.98,25.19,891.86,640.74,1000.00,2000.00,1000.00,-7.45,-56.53,175.15,-0.75,-0.49,0.44,-0.64,0.69,-0.33,0.14,0.53,0.84,1.4583420
213,0.504,3.2603,0.330,3.2601,1.000,3.2603,1519.06,25.06,890.92,643.66,1000.00,2000.00,1000.00,-7.86,-56.49,175.01,-0.76,-0.48,0.44,-0.63,0.71,-0.32,0.16,0.52,0.84,1.4613931
214,0.500,3.4287,1.000,3.4287,0.000,3.4287,1519.15,24.92,889.98,646.57,1000.00,2000.00,1000.00,-8.26,-56.44,174.88,-0.77,-0.46,0.44,-0.62,0.72,-0.31,0.17,0.52,0.84,1.4721800
