Iteration,Aileron,AileronLoss,Elevator,ElevatorLoss,Rudder,RudderLoss,DistanceToTarget,PlanePositionX,PlanePositionY,PlanePositionZ,TargetPositionX,TargetPositionY,TargetPositionZ,PlaneVelocityX,PlaneVelocityY,PlaneVelocityZ,PlaneForwardX,PlaneForwardY,PlaneForwardZ,PlaneUpX,PlaneUpY,PlaneUpZ,PlaneRightX,PlaneRightY,PlaneRightZ,LossAngleChange
508,0.670,-32.3053,0.541,-32.3053,1.000,-32.3054,851.35,296.88,1521.49,1037.90,1000.00,2000.00,1000.00,66.85,85.88,55.43,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.40,-0.0635435
509,0.517,-32.3122,0.311,-32.3121,0.000,-32.3120,849.66,297.99,1522.92,1038.82,1000.00,2000.00,1000.00,66.95,85.86,55.19,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.3776170
510,0.529,-32.3081,0.000,-32.3082,1.000,-32.3081,847.98,299.11,1524.35,1039.73,1000.00,2000.00,1000.00,67.06,85.83,54.95,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,0.2330382
511,0.618,-32.3095,0.485,-32.3094,1.000,-32.3095,846.30,300.23,1525.78,1040.64,1000.00,2000.00,1000.00,67.16,85.80,54.71,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.0863024
512,0.541,-32.3151,0.000,-32.3151,0.000,-32.3151,844.61,301.35,1527.21,1041.55,1000.00,2000.00,1000.00,67.26,85.76,54.47,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.3241473
513,0.000,-32.3121,0.323,-32.3120,0.891,-32.3120,842.93,302.47,1528.64,1042.46,1000.00,2000.00,1000.00,67.37,85.73,54.24,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,0.1817636
514,1.000,-32.3136,0.545,-32.3135,0.547,-32.3137,841.25,303.60,1530.06,1043.36,1000.00,2000.00,1000.00,67.47,85.70,54.00,0.87,0.50,-0.03,-0.21,0.32,-0.92,0.45,-0.81,-0.39,-0.0974231
515,1.000,-32.3142,0.440,-32.3143,1.000,-32.3142,839.56,304.73,1531.49,1044.25,1000.00,2000.00,1000.00,67.58,85.66,53.76,0.87,0.50,-0.03,-0.21,0.32,-0.92,0.45,-0.81,-0.38,-0.0288311
516,0.162,-32.3198,0.342,-32.3197,0.000,-32.3198,837.88,305.85,1532.92,1045.14,1000.00,2000.00,1000.00,67.68,85.63,53.52,0.87,0.50,-0.03,-0.21,0.32,-0.92,0.45,-0.81,-0.38,-0.3286650
517,0.626,-32.3219,0.499,-32.3219,0.000,-32.3219,836.20,306.98,1534.35,1046.03,1000.00,2000.00,1000.00,67.79,85.59,53.29,0.87,0.50,-0.03,-0.21,0.32,-0.92,0.45,-0.81,-0.38,-0.1225216
518,0.633,-32.3200,0.519,-32.3199,0.561,-32.3199,834.51,308.11,1535.77,1046.92,1000.00,2000.00,1000.00,67.89,85.56,53.05,0.87,0.50,-0.03,-0.21,0.32,-0.93,0.45,-0.81,-0.38,0.1204920
519,0.495,-32.3256,0.386,-32.3256,0.000,-32.3255,832.83,309.25,1537.20,1047.80,1000.00,2000.00,1000.00,68.00,85.52,52.81,0.87,0.49,-0.03,-0.21,0.31,-0.93,0.45,-0.81,-0.38,-0.3270238
520,0.546,-32.3239,0.413,-32.3238,0.480,-32.3239,831.15,310.38,1538.62,1048.67,1000.00,2000.00,1000.00,68.11,85.48,52.57,0.87,0.49,-0.03,-0.21,0.31,-0.93,0.45,-0.81,-0.37,0.0958359
521,1.000,-32.3257,0.462,-32.3258,0.734,-32.3257,829.47,311.52,1540.05,1049.55,1000.00,2000.00,1000.00,68.21,85.44,52.34,0.87,0.49,-0.03,-0.21,0.31,-0.93,0.45,-0.81,-0.37,-0.1039936
522,0.542,-32.3280,0.430,-32.3281,0.557,-32.3280,827.79,312.66,1541.47,1050.41,1000.00,2000.00,1000.00,68.32,85.41,52.10,0.87,0.49,-0.03,-0.21,0.31,-0.93,0.45,-0.81,-0.37,-0.1398435
523,1.000,-32.3297,0.463,-32.3301,0.566,-32.3300,826.10,313.80,1542.89,1051.28,1000.00,2000.00,1000.00,68.42,85.37,51.86,0.87,0.49,-0.03,-0.21,0.30,-0.93,0.45,-0.82,-0.37,-0.1182356
524,0.541,-32.3345,0.434,-32.3345,0.000,-32.3346,824.42,314.94,1544.31,1052.14,1000.00,2000.00,1000.00,68.53,85.33,51.63,0.87,0.49,-0.04,-0.21,0.30,-0.93,0.45,-0.82,-0.37,-0.2674098
525,0.543,-32.3344,0.417,-32.3345,0.560,-32.3345,822.74,316.08,1545.74,1052.99,1000.00,2000.00,1000.00,68.63,85.29,51.39,0.87,0.49,-0.04,-0.21,0.30,-0.93,0.45,-0.82,-0.36,0.0064086
526,0.000,-32.3383,0.378,-32.3383,0.000,-32.3383,821.06,317.23,1547.16,1053.85,1000.00,2000.00,1000.00,68.74,85.25,51.14,0.87,0.49,-0.04,-0.21,0.30,-0.93,0.44,-0.82,-0.36,-0.2280488
527,0.543,-32.3391,0.426,-32.3392,0.489,-32.3392,819.38,318.38,1548.58,1054.70,1000.00,2000.00,1000.00,68.84,85.21,50.90,0.87,0.49,-0.04,-0.21,0.30,-0.93,0.44,-0.82,-0.36,-0.0544201
528,1.000,-32.3442,0.452,-32.3442,0.000,-32.3442,817.70,319.53,1550.00,1055.54,1000.00,2000.00,1000.00,68.95,85.17,50.65,0.87,0.49,-0.04,-0.21,0.29,-0.93,0.44,-0.82,-0.36,-0.2902552
529,0.913,-32.3440,0.571,-32.3440,0.451,-32.3439,816.02,320.68,1551.42,1056.38,1000.00,2000.00,1000.00,69.05,85.13,50.41,0.87,0.49,-0.04,-0.21,0.29,-0.93,0.44,-0.82,-0.36,0.0208252
530,0.524,-32.3465,0.425,-32.3465,1.000,-32.3465,814.34,321.83,1552.83,1057.22,1000.00,2000.00,1000.00,69.16,85.09,50.16,0.87,0.49,-0.04,-0.21,0.29,-0.93,0.44,-0.82,-0.35,-0.1541774
531,1.000,-32.3524,0.424,-32.3525,0.000,-32.3525,812.66,322.98,1554.25,1058.05,1000.00,2000.00,1000.00,69.26,85.04,49.92,0.87,0.49,-0.04,-0.21,0.29,-0.93,0.44,-0.83,-0.35,-0.3470007
532,0.663,-32.3568,0.463,-32.3568,0.000,-32.3569,810.98,324.14,1555.67,1058.88,1000.00,2000.00,1000.00,69.37,85.00,49.68,0.87,0.48,-0.05,-0.21,0.29,-0.94,0.44,-0.83,-0.35,-0.2614389
533,0.000,-32.3598,0.371,-32.3598,0.000,-32.3598,809.30,325.30,1557.08,1059.70,1000.00,2000.00,1000.00,69.48,84.96,49.45,0.87,0.48,-0.05,-0.21,0.28,-0.94,0.44,-0.83,-0.35,-0.1677803
534,0.000,-32.3581,0.394,-32.3581,1.000,-32.3581,807.62,326.46,1558.50,1060.52,1000.00,2000.00,1000.00,69.58,84.91,49.20,0.87,0.48,-0.05,-0.21,0.28,-0.94,0.44,-0.83,-0.35,0.0974231
535,0.685,-32.3610,1.000,-32.3610,1.000,-32.3603,805.94,327.62,1559.91,1061.34,1000.00,2000.00,1000.00,69.69,84.87,48.96,0.87,0.48,-0.05,-0.21,0.28,-0.94,0.44,-0.83,-0.35,-0.1310800
536,0.541,-32.3678,0.224,-32.3678,0.000,-32.3678,804.26,328.78,1561.33,1062.15,1000.00,2000.00,1000.00,69.79,84.82,48.72,0.87,0.48,-0.05,-0.21,0.28,-0.94,0.44,-0.83,-0.34,-0.4195982
537,0.533,-32.3672,0.427,-32.3673,0.535,-32.3673,802.58,329.95,1562.74,1062.96,1000.00,2000.00,1000.00,69.90,84.77,48.47,0.87,0.48,-0.05,-0.21,0.28,-0.94,0.44,-0.83,-0.34,0.0270015
538,1.000,-32.3726,1.000,-32.3726,0.000,-32.3726,800.90,331.12,1564.15,1063.76,1000.00,2000.00,1000.00,70.00,84.73,48.22,0.88,0.48,-0.05,-0.21,0.27,-0.94,0.44,-0.83,-0.34,-0.3092666
539,0.524,-32.3738,0.402,-32.3737,0.593,-32.3738,799.22,332.28,1565.56,1064.56,1000.00,2000.00,1000.00,70.11,84.68,47.97,0.88,0.48,-0.05,-0.21,0.27,-0.94,0.44,-0.83,-0.34,-0.0692403
540,1.000,-32.3762,0.478,-32.3769,1.000,-32.3770,797.54,333.45,1566.97,1065.35,1000.00,2000.00,1000.00,70.21,84.63,47.72,0.88,0.48,-0.06,-0.21,0.27,-0.94,0.44,-0.83,-0.34,-0.1912670
541,1.000,-32.3796,0.412,-32.3797,0.549,-32.3797,795.86,334.63,1568.38,1066.15,1000.00,2000.00,1000.00,70.32,84.58,47.49,0.88,0.48,-0.06,-0.21,0.27,-0.94,0.44,-0.84,-0.34,-0.1566348
542,0.526,-32.3839,0.404,-32.3840,0.497,-32.3840,794.18,335.80,1569.79,1066.93,1000.00,2000.00,1000.00,70.43,84.53,47.24,0.88,0.48,-0.06,-0.21,0.27,-0.94,0.43,-0.84,-0.33,-0.2567340
543,0.526,-32.3904,0.375,-32.3904,0.000,-32.3904,792.50,336.98,1571.20,1067.72,1000.00,2000.00,1000.00,70.53,84.48,47.00,0.88,0.48,-0.06,-0.21,0.27,-0.94,0.43,-0.84,-0.33,-0.3624977
544,1.000,-32.3937,0.460,-32.3937,0.000,-32.3937,790.82,338.15,1572.61,1068.50,1000.00,2000.00,1000.00,70.64,84.43,46.75,0.88,0.48,-0.06,-0.21,0.26,-0.94,0.43,-0.84,-0.33,-0.1985368
545,1.000,-32.3979,0.581,-32.3979,0.000,-32.3979,789.14,339.33,1574.01,1069.27,1000.00,2000.00,1000.00,70.75,84.38,46.51,0.88,0.48,-0.06,-0.21,0.26,-0.94,0.43,-0.84,-0.33,-0.2457827
546,0.545,-32.3984,0.412,-32.3984,0.964,-32.3984,787.46,340.51,1575.42,1070.04,1000.00,2000.00,1000.00,70.85,84.33,46.27,0.88,0.48,-0.06,-0.21,0.26,-0.94,0.43,-0.84,-0.33,-0.0308892
547,0.095,-32.4018,0.339,-32.4018,0.508,-32.4017,785.78,341.69,1576.82,1070.81,1000.00,2000.00,1000.00,70.96,84.28,46.02,0.88,0.48,-0.06,-0.21,0.26,-0.94,0.43,-0.84,-0.33,-0.1956754
548,1.000,-32.4078,1.000,-32.4078,0.000,-32.4078,784.11,342.88,1578.23,1071.57,1000.00,2000.00,1000.00,71.06,84.22,45.78,0.88,0.48,-0.07,-0.21,0.26,-0.94,0.43,-0.84,-0.33,-0.3504374
549,1.000,-32.4088,0.473,-32.4088,1.000,-32.4089,782.43,344.07,1579.63,1072.33,1000.00,2000.00,1000.00,71.17,84.17,45.54,0.88,0.47,-0.07,-0.21,0.26,-0.94,0.43,-0.84,-0.32,-0.0651390
550,0.543,-32.4171,0.382,-32.4170,0.000,-32.4171,780.75,345.25,1581.03,1073.09,1000.00,2000.00,1000.00,71.28,84.12,45.29,0.88,0.47,-0.07,-0.21,0.25,-0.94,0.43,-0.84,-0.32,-0.4598808
551,1.000,-32.4211,0.495,-32.4211,0.000,-32.4211,779.07,346.44,1582.43,1073.84,1000.00,2000.00,1000.00,71.38,84.06,45.06,0.88,0.47,-0.07,-0.21,0.25,-0.94,0.43,-0.84,-0.32,-0.2328215
552,1.000,-32.4210,0.442,-32.4212,1.000,-32.4211,777.39,347.63,1583.83,1074.58,1000.00,2000.00,1000.00,71.49,84.00,44.82,0.88,0.47,-0.07,-0.21,0.25,-0.94,0.43,-0.84,-0.32,-0.0009155
553,1.000,-32.4251,0.514,-32.4251,0.581,-32.4251,775.71,348.83,1585.23,1075.33,1000.00,2000.00,1000.00,71.60,83.95,44.58,0.88,0.47,-0.07,-0.21,0.25,-0.94,0.43,-0.85,-0.32,-0.2349874
554,0.541,-32.4328,0.000,-32.4328,0.000,-32.4328,774.03,350.02,1586.63,1076.07,1000.00,2000.00,1000.00,71.71,83.89,44.35,0.88,0.47,-0.07,-0.21,0.25,-0.95,0.43,-0.85,-0.32,-0.4323148
555,1.000,-32.4343,0.521,-32.4345,0.507,-32.4343,772.36,351.22,1588.03,1076.80,1000.00,2000.00,1000.00,71.81,83.83,44.11,0.88,0.47,-0.08,-0.21,0.25,-0.95,0.43,-0.85,-0.32,-0.0933406
556,0.520,-32.4421,0.241,-32.4420,0.000,-32.4420,770.68,352.42,1589.42,1077.53,1000.00,2000.00,1000.00,71.92,83.78,43.87,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.32,-0.4291022
557,0.842,-32.4431,0.496,-32.4432,0.694,-32.4431,769.00,353.62,1590.82,1078.26,1000.00,2000.00,1000.00,72.03,83.72,43.64,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.31,-0.0646832
558,0.530,-32.4478,0.391,-32.4478,0.514,-32.4478,767.32,354.82,1592.21,1078.98,1000.00,2000.00,1000.00,72.13,83.66,43.40,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.31,-0.2752700
559,0.496,-32.4523,0.372,-32.4523,0.580,-32.4524,765.64,356.03,1593.61,1079.70,1000.00,2000.00,1000.00,72.24,83.60,43.16,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.31,-0.2708130
560,0.495,-32.4571,0.366,-32.4570,0.517,-32.4570,763.97,357.23,1595.00,1080.42,1000.00,2000.00,1000.00,72.35,83.55,42.92,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.31,-0.2703880
561,1.000,-32.4610,0.498,-32.4610,0.565,-32.4609,762.29,358.44,1596.39,1081.13,1000.00,2000.00,1000.00,72.45,83.49,42.69,0.88,0.47,-0.08,-0.21,0.24,-0.95,0.43,-0.85,-0.31,-0.2323881
562,1.000,-32.4657,0.496,-32.4658,1.000,-32.4657,760.61,359.65,1597.78,1081.84,1000.00,2000.00,1000.00,72.56,83.43,42.45,0.88,0.47,-0.08,-0.22,0.23,-0.95,0.42,-0.85,-0.31,-0.2803500
563,0.974,-32.4709,0.459,-32.4709,0.448,-32.4709,758.93,360.86,1599.17,1082.54,1000.00,2000.00,1000.00,72.67,83.37,42.22,0.88,0.47,-0.09,-0.22,0.23,-0.95,0.42,-0.85,-0.30,-0.2982212
564,0.687,-32.4771,0.483,-32.4772,0.000,-32.4771,757.25,362.07,1600.56,1083.24,1000.00,2000.00,1000.00,72.78,83.31,41.98,0.88,0.47,-0.09,-0.22,0.23,-0.95,0.42,-0.85,-0.30,-0.3570840
565,0.494,-32.4823,0.000,-32.4823,0.000,-32.4823,755.58,363.29,1601.95,1083.94,1000.00,2000.00,1000.00,72.88,83.25,41.74,0.88,0.47,-0.09,-0.22,0.23,-0.95,0.42,-0.85,-0.30,-0.3007287
566,0.720,-32.4858,1.000,-32.4860,0.945,-32.4859,753.90,364.50,1603.33,1084.63,1000.00,2000.00,1000.00,72.99,83.19,41.51,0.88,0.47,-0.09,-0.22,0.23,-0.95,0.42,-0.86,-0.30,-0.2138865
567,0.110,-32.4910,0.402,-32.4910,0.500,-32.4909,752.22,365.72,1604.72,1085.32,1000.00,2000.00,1000.00,73.10,83.12,41.27,0.88,0.46,-0.09,-0.22,0.22,-0.95,0.42,-0.86,-0.30,-0.2900451
568,0.492,-32.4960,0.412,-32.4961,1.000,-32.4960,750.54,366.94,1606.10,1086.00,1000.00,2000.00,1000.00,73.20,83.06,41.04,0.88,0.46,-0.09,-0.22,0.22,-0.95,0.42,-0.86,-0.30,-0.2975937
569,0.969,-32.5028,0.517,-32.5028,0.000,-32.5028,748.86,368.16,1607.49,1086.68,1000.00,2000.00,1000.00,73.31,83.00,40.80,0.88,0.46,-0.09,-0.22,0.22,-0.95,0.42,-0.86,-0.29,-0.3911886
570,0.166,-32.5088,0.376,-32.5088,0.000,-32.5088,747.19,369.39,1608.87,1087.36,1000.00,2000.00,1000.00,73.42,82.93,40.56,0.88,0.46,-0.09,-0.22,0.22,-0.95,0.42,-0.86,-0.29,-0.3459883
571,0.000,-32.5146,0.376,-32.5147,0.000,-32.5146,745.51,370.61,1610.25,1088.03,1000.00,2000.00,1000.00,73.53,82.87,40.33,0.88,0.46,-0.10,-0.22,0.22,-0.95,0.42,-0.86,-0.29,-0.3315327
572,0.649,-32.5172,0.492,-32.5175,0.474,-32.5173,743.83,371.84,1611.63,1088.70,1000.00,2000.00,1000.00,73.63,82.80,40.09,0.88,0.46,-0.10,-0.22,0.21,-0.95,0.42,-0.86,-0.29,-0.1608748
573,0.526,-32.5261,0.392,-32.5261,0.000,-32.5261,742.15,373.07,1613.01,1089.36,1000.00,2000.00,1000.00,73.74,82.73,39.86,0.88,0.46,-0.10,-0.22,0.21,-0.95,0.42,-0.86,-0.29,-0.4859986
574,1.000,-32.5315,0.468,-32.5315,0.000,-32.5315,740.47,374.30,1614.39,1090.02,1000.00,2000.00,1000.00,73.85,82.66,39.62,0.88,0.46,-0.10,-0.22,0.21,-0.95,0.42,-0.86,-0.29,-0.3119641
575,1.000,-32.5378,0.500,-32.5378,0.000,-32.5378,738.80,375.53,1615.76,1090.68,1000.00,2000.00,1000.00,73.96,82.59,39.39,0.88,0.46,-0.10,-0.22,0.21,-0.95,0.42,-0.86,-0.28,-0.3620975
576,0.524,-32.5399,0.415,-32.5399,0.501,-32.5400,737.12,376.77,1617.14,1091.33,1000.00,2000.00,1000.00,74.07,82.52,39.15,0.88,0.46,-0.10,-0.22,0.21,-0.95,0.42,-0.86,-0.28,-0.1301800
577,0.513,-32.5458,0.405,-32.5457,0.532,-32.5457,735.44,378.00,1618.51,1091.98,1000.00,2000.00,1000.00,74.18,82.46,38.92,0.88,0.46,-0.10,-0.22,0.20,-0.95,0.41,-0.87,-0.28,-0.3339862
578,0.543,-32.5517,0.416,-32.5517,0.510,-32.5518,733.76,379.24,1619.89,1092.62,1000.00,2000.00,1000.00,74.28,82.39,38.67,0.88,0.46,-0.10,-0.22,0.20,-0.95,0.41,-0.87,-0.28,-0.3467983
579,0.544,-32.5575,0.434,-32.5577,1.000,-32.5575,732.08,380.48,1621.26,1093.26,1000.00,2000.00,1000.00,74.39,82.32,38.43,0.88,0.46,-0.11,-0.22,0.20,-0.96,0.41,-0.87,-0.28,-0.3288700
580,1.000,-32.5655,0.464,-32.5655,0.000,-32.5655,730.41,381.72,1622.63,1093.90,1000.00,2000.00,1000.00,74.49,82.25,38.18,0.88,0.45,-0.11,-0.22,0.20,-0.96,0.41,-0.87,-0.27,-0.4499072
581,1.000,-32.5699,0.516,-32.5694,0.456,-32.5694,728.73,382.97,1624.00,1094.53,1000.00,2000.00,1000.00,74.60,82.18,37.94,0.88,0.45,-0.11,-0.22,0.20,-0.96,0.41,-0.87,-0.27,-0.2280488
582,0.544,-32.5792,0.354,-32.5792,0.000,-32.5792,727.05,384.21,1625.37,1095.16,1000.00,2000.00,1000.00,74.70,82.11,37.70,0.88,0.45,-0.11,-0.22,0.19,-0.96,0.41,-0.87,-0.27,-0.5339251
583,0.609,-32.5859,0.426,-32.5858,0.000,-32.5860,725.37,385.46,1626.73,1095.78,1000.00,2000.00,1000.00,74.81,82.04,37.46,0.88,0.45,-0.11,-0.22,0.19,-0.96,0.41,-0.87,-0.27,-0.3845198
584,1.000,-32.5886,0.494,-32.5885,0.528,-32.5886,723.69,386.71,1628.10,1096.40,1000.00,2000.00,1000.00,74.92,81.96,37.22,0.88,0.45,-0.11,-0.22,0.19,-0.96,0.41,-0.87,-0.27,-0.1586439
585,0.595,-32.5952,0.437,-32.5951,0.559,-32.5951,722.02,387.96,1629.47,1097.02,1000.00,2000.00,1000.00,75.03,81.89,36.99,0.89,0.45,-0.11,-0.22,0.19,-0.96,0.41,-0.87,-0.27,-0.3714714
586,0.629,-32.6018,0.455,-32.6018,0.455,-32.6018,720.34,389.21,1630.83,1097.63,1000.00,2000.00,1000.00,75.13,81.82,36.75,0.89,0.45,-0.11,-0.22,0.19,-0.96,0.41,-0.87,-0.26,-0.3782102
587,0.543,-32.6113,0.344,-32.6113,0.000,-32.6114,718.66,390.46,1632.19,1098.24,1000.00,2000.00,1000.00,75.24,81.74,36.52,0.89,0.45,-0.12,-0.22,0.19,-0.96,0.41,-0.87,-0.26,-0.5230008
588,0.536,-32.6151,0.344,-32.6152,0.809,-32.6151,716.98,391.72,1633.55,1098.85,1000.00,2000.00,1000.00,75.35,81.67,36.28,0.89,0.45,-0.12,-0.22,0.18,-0.96,0.41,-0.87,-0.26,-0.2230479
589,0.632,-32.6218,0.468,-32.6217,0.480,-32.6218,715.30,392.98,1634.91,1099.45,1000.00,2000.00,1000.00,75.46,81.59,36.05,0.89,0.45,-0.12,-0.22,0.18,-0.96,0.41,-0.87,-0.26,-0.3776170
590,1.000,-32.6283,0.496,-32.6284,1.000,-32.6283,713.62,394.24,1636.27,1100.05,1000.00,2000.00,1000.00,75.57,81.52,35.81,0.89,0.45,-0.12,-0.22,0.18,-0.96,0.41,-0.88,-0.26,-0.3724646
591,0.068,-32.6371,0.285,-32.6371,0.000,-32.6371,711.94,395.50,1637.63,1100.64,1000.00,2000.00,1000.00,75.67,81.44,35.58,0.89,0.45,-0.12,-0.22,0.18,-0.96,0.41,-0.88,-0.26,-0.4870716
592,0.663,-32.6451,0.453,-32.6450,0.000,-32.6450,710.27,396.76,1638.98,1101.23,1000.00,2000.00,1000.00,75.78,81.36,35.34,0.89,0.45,-0.12,-0.22,0.18,-0.96,0.41,-0.88,-0.25,-0.4445110
593,0.660,-32.6528,0.448,-32.6527,0.000,-32.6526,708.59,398.03,1640.34,1101.81,1000.00,2000.00,1000.00,75.89,81.29,35.11,0.89,0.45,-0.12,-0.22,0.17,-0.96,0.41,-0.88,-0.25,-0.4266390
594,0.663,-32.6571,0.472,-32.6572,0.477,-32.6571,706.91,399.29,1641.69,1102.39,1000.00,2000.00,1000.00,76.00,81.21,34.87,0.89,0.45,-0.12,-0.22,0.17,-0.96,0.41,-0.88,-0.25,-0.2635736
595,0.471,-32.6645,0.334,-32.6645,0.402,-32.6645,705.23,400.56,1643.04,1102.97,1000.00,2000.00,1000.00,76.11,81.13,34.64,0.89,0.45,-0.13,-0.22,0.17,-0.96,0.41,-0.88,-0.25,-0.4184522
596,0.000,-32.6716,0.348,-32.6716,0.522,-32.6716,703.55,401.83,1644.40,1103.54,1000.00,2000.00,1000.00,76.22,81.05,34.41,0.89,0.44,-0.13,-0.22,0.17,-0.96,0.41,-0.88,-0.25,-0.4030616
597,0.595,-32.6818,0.396,-32.6818,0.000,-32.6818,701.87,403.10,1645.74,1104.11,1000.00,2000.00,1000.00,76.32,80.97,34.17,0.89,0.44,-0.13,-0.22,0.17,-0.96,0.41,-0.88,-0.25,-0.5467167
598,1.000,-32.6865,0.463,-32.6865,0.538,-32.6865,700.19,404.38,1647.09,1104.68,1000.00,2000.00,1000.00,76.43,80.89,33.94,0.89,0.44,-0.13,-0.22,0.16,-0.96,0.41,-0.88,-0.24,-0.2744219
599,1.000,-32.6942,0.476,-32.6942,0.533,-32.6942,698.51,405.65,1648.44,1105.24,1000.00,2000.00,1000.00,76.54,80.81,33.71,0.89,0.44,-0.13,-0.22,0.16,-0.96,0.41,-0.88,-0.24,-0.4347652
600,0.534,-32.7023,0.365,-32.7023,0.511,-32.7023,696.83,406.93,1649.79,1105.80,1000.00,2000.00,1000.00,76.65,80.73,33.47,0.89,0.44,-0.13,-0.22,0.16,-0.96,0.40,-0.88,-0.24,-0.4508348
601,1.000,-32.7095,0.922,-32.7094,0.946,-32.7096,695.15,408.21,1651.13,1106.35,1000.00,2000.00,1000.00,76.76,80.65,33.24,0.89,0.44,-0.13,-0.22,0.16,-0.96,0.40,-0.88,-0.24,-0.4127049
602,0.527,-32.7179,0.376,-32.7179,0.487,-32.7179,693.47,409.49,1652.47,1106.90,1000.00,2000.00,1000.00,76.87,80.57,33.01,0.89,0.44,-0.13,-0.22,0.16,-0.96,0.40,-0.88,-0.24,-0.4650138
603,1.000,-32.7254,0.478,-32.7254,0.615,-32.7255,691.79,410.77,1653.81,1107.45,1000.00,2000.00,1000.00,76.97,80.49,32.77,0.89,0.44,-0.13,-0.22,0.15,-0.96,0.40,-0.88,-0.23,-0.4243604
604,0.475,-32.7338,0.376,-32.7339,0.581,-32.7338,690.11,412.06,1655.15,1107.99,1000.00,2000.00,1000.00,77.08,80.41,32.54,0.89,0.44,-0.14,-0.22,0.15,-0.96,0.40,-0.89,-0.23,-0.4631836
605,0.503,-32.7419,0.371,-32.7420,0.524,-32.7420,688.43,413.34,1656.49,1108.53,1000.00,2000.00,1000.00,77.19,80.33,32.31,0.89,0.44,-0.14,-0.22,0.15,-0.96,0.40,-0.89,-0.23,-0.4582253
606,0.513,-32.7499,0.366,-32.7499,0.507,-32.7501,686.75,414.63,1657.83,1109.07,1000.00,2000.00,1000.00,77.30,80.25,32.08,0.89,0.44,-0.14,-0.22,0.15,-0.96,0.40,-0.89,-0.23,-0.4528725
607,0.502,-32.7582,0.373,-32.7582,0.529,-32.7581,685.07,415.92,1659.17,1109.60,1000.00,2000.00,1000.00,77.41,80.16,31.84,0.89,0.44,-0.14,-0.22,0.14,-0.96,0.40,-0.89,-0.23,-0.4450705
608,0.631,-32.7660,0.490,-32.7660,0.532,-32.7658,683.39,417.21,1660.50,1110.12,1000.00,2000.00,1000.00,77.51,80.08,31.61,0.89,0.44,-0.14,-0.22,0.14,-0.96,0.40,-0.89,-0.22,-0.4360824
609,0.517,-32.7746,0.378,-32.7745,0.559,-32.7747,681.71,418.51,1661.83,1110.65,1000.00,2000.00,1000.00,77.62,80.00,31.37,0.89,0.44,-0.14,-0.22,0.14,-0.96,0.40,-0.89,-0.22,-0.4895707
610,0.000,-32.7824,0.340,-32.7824,0.513,-32.7824,680.03,419.80,1663.17,1111.16,1000.00,2000.00,1000.00,77.73,79.92,31.13,0.89,0.44,-0.14,-0.22,0.14,-0.96,0.40,-0.89,-0.22,-0.4340118
611,1.000,-32.7902,0.486,-32.7902,1.000,-32.7902,678.35,421.10,1664.50,1111.68,1000.00,2000.00,1000.00,77.83,79.83,30.89,0.89,0.43,-0.15,-0.22,0.14,-0.96,0.40,-0.89,-0.22,-0.4385242
612,1.000,-32.7987,0.515,-32.7988,0.688,-32.7989,676.67,422.40,1665.83,1112.19,1000.00,2000.00,1000.00,77.94,79.75,30.65,0.89,0.43,-0.15,-0.23,0.14,-0.96,0.40,-0.89,-0.22,-0.4798949
613,1.000,-32.8074,0.482,-32.8074,0.000,-32.8074,674.99,423.70,1667.15,1112.70,1000.00,2000.00,1000.00,78.05,79.66,30.42,0.89,0.43,-0.15,-0.23,0.13,-0.97,0.40,-0.89,-0.22,-0.4713932
614,0.538,-32.8164,0.427,-32.8164,0.604,-32.8165,673.31,425.00,1668.48,1113.20,1000.00,2000.00,1000.00,78.15,79.58,30.19,0.89,0.43,-0.15,-0.23,0.13,-0.97,0.40,-0.89,-0.21,-0.5010866
615,0.488,-32.8250,0.396,-32.8248,0.586,-32.8251,671.62,426.31,1669.81,1113.70,1000.00,2000.00,1000.00,78.26,79.49,29.95,0.89,0.43,-0.15,-0.23,0.13,-0.97,0.40,-0.89,-0.21,-0.4717565
616,1.000,-32.8326,0.476,-32.8326,0.000,-32.8325,669.94,427.61,1671.13,1114.19,1000.00,2000.00,1000.00,78.37,79.41,29.71,0.89,0.43,-0.15,-0.23,0.13,-0.97,0.39,-0.89,-0.21,-0.4226483
617,0.531,-32.8420,0.396,-32.8420,0.000,-32.8420,668.26,428.92,1672.45,1114.69,1000.00,2000.00,1000.00,78.47,79.32,29.47,0.89,0.43,-0.15,-0.23,0.13,-0.97,0.39,-0.90,-0.21,-0.5171406
