Iteration,Aileron,AileronLoss,Elevator,ElevatorLoss,Rudder,RudderLoss,DistanceToTarget,PlanePositionX,PlanePositionY,PlanePositionZ,TargetPositionX,TargetPositionY,TargetPositionZ,PlaneVelocityX,PlaneVelocityY,PlaneVelocityZ,PlaneForwardX,PlaneForwardY,PlaneForwardZ,PlaneUpX,PlaneUpY,PlaneUpZ,PlaneRightX,PlaneRightY,PlaneRightZ,LossAngleChange
569,0.510,-32.9028,0.420,-32.9028,0.540,-32.9028,734.43,391.86,1596.99,1084.44,1000.00,2000.00,1000.00,75.75,81.98,38.91,0.87,0.48,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3500335
570,0.526,-32.9090,0.472,-32.9090,0.512,-32.9090,732.71,393.12,1598.35,1085.08,1000.00,2000.00,1000.00,75.85,81.93,38.66,0.87,0.48,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3554757
571,0.544,-32.9154,0.460,-32.9153,0.516,-32.9153,730.99,394.39,1599.72,1085.72,1000.00,2000.00,1000.00,75.94,81.88,38.40,0.88,0.48,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3642974
572,0.000,-32.9228,0.444,-32.9227,0.000,-32.9227,729.26,395.66,1601.08,1086.36,1000.00,2000.00,1000.00,76.03,81.83,38.15,0.88,0.48,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.4140486
573,0.521,-32.9284,0.473,-32.9284,0.573,-32.9284,727.54,396.93,1602.44,1086.99,1000.00,2000.00,1000.00,76.13,81.78,37.89,0.88,0.48,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3292800
574,0.527,-32.9362,0.397,-32.9362,0.000,-32.9362,725.82,398.20,1603.81,1087.62,1000.00,2000.00,1000.00,76.23,81.73,37.64,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.4396493
575,0.514,-32.9420,0.420,-32.9420,0.488,-32.9419,724.10,399.47,1605.17,1088.24,1000.00,2000.00,1000.00,76.32,81.67,37.39,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3313280
576,0.591,-32.9490,0.456,-32.9490,0.516,-32.9490,722.38,400.74,1606.53,1088.86,1000.00,2000.00,1000.00,76.42,81.62,37.14,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.43,-0.84,-0.33,-0.3989876
577,0.000,-32.9573,0.342,-32.9573,0.000,-32.9574,720.65,402.02,1607.89,1089.47,1000.00,2000.00,1000.00,76.52,81.57,36.89,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4713932
578,0.471,-32.9649,0.440,-32.9649,0.000,-32.9649,718.93,403.29,1609.24,1090.09,1000.00,2000.00,1000.00,76.61,81.51,36.65,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4203615
579,1.000,-32.9705,0.487,-32.9705,1.000,-32.9705,717.21,404.57,1610.60,1090.69,1000.00,2000.00,1000.00,76.71,81.46,36.40,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.3235302
580,0.519,-32.9781,0.483,-32.9781,0.527,-32.9781,715.49,405.85,1611.96,1091.29,1000.00,2000.00,1000.00,76.81,81.41,36.15,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4279660
581,0.569,-32.9857,0.367,-32.9857,0.518,-32.9857,713.76,407.13,1613.31,1091.89,1000.00,2000.00,1000.00,76.91,81.35,35.91,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4266390
582,0.599,-32.9933,0.307,-32.9933,0.559,-32.9932,712.04,408.42,1614.67,1092.49,1000.00,2000.00,1000.00,77.01,81.30,35.67,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4224579
583,0.591,-33.0011,0.332,-33.0010,0.550,-33.0010,710.32,409.70,1616.02,1093.08,1000.00,2000.00,1000.00,77.11,81.24,35.43,0.88,0.47,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4418959
584,0.557,-33.0088,0.447,-33.0089,0.530,-33.0088,708.59,410.99,1617.38,1093.66,1000.00,2000.00,1000.00,77.21,81.19,35.19,0.88,0.46,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4347652
585,0.539,-33.0167,0.395,-33.0167,0.507,-33.0167,706.87,412.28,1618.73,1094.25,1000.00,2000.00,1000.00,77.31,81.13,34.95,0.88,0.46,-0.08,-0.22,0.25,-0.94,0.42,-0.85,-0.32,-0.4435778
586,0.531,-33.0248,0.429,-33.0248,0.491,-33.0248,705.15,413.57,1620.08,1094.83,1000.00,2000.00,1000.00,77.41,81.07,34.71,0.88,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4517615
587,0.543,-33.0329,0.405,-33.0329,0.494,-33.0328,703.42,414.86,1621.43,1095.40,1000.00,2000.00,1000.00,77.51,81.02,34.48,0.88,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4499072
588,0.511,-33.0411,0.446,-33.0411,0.482,-33.0411,701.70,416.15,1622.78,1095.97,1000.00,2000.00,1000.00,77.61,80.96,34.24,0.88,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4582253
589,0.516,-33.0494,0.452,-33.0494,0.483,-33.0494,699.97,417.45,1624.13,1096.54,1000.00,2000.00,1000.00,77.71,80.90,34.00,0.88,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4617170
590,0.567,-33.0578,0.429,-33.0578,0.503,-33.0577,698.25,418.75,1625.48,1097.10,1000.00,2000.00,1000.00,77.81,80.84,33.77,0.88,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4650138
591,0.540,-33.0661,0.468,-33.0661,0.490,-33.0662,696.53,420.04,1626.82,1097.66,1000.00,2000.00,1000.00,77.91,80.79,33.53,0.89,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4715748
592,0.508,-33.0747,0.468,-33.0747,0.482,-33.0747,694.80,421.34,1628.17,1098.21,1000.00,2000.00,1000.00,78.01,80.73,33.30,0.89,0.46,-0.09,-0.22,0.25,-0.94,0.41,-0.85,-0.32,-0.4712115
593,0.500,-33.0834,0.000,-33.0833,0.485,-33.0835,693.07,422.65,1629.51,1098.77,1000.00,2000.00,1000.00,78.12,80.67,33.07,0.89,0.45,-0.09,-0.22,0.25,-0.94,0.40,-0.85,-0.32,-0.4836694
594,0.447,-33.0940,0.386,-33.0940,0.000,-33.0940,691.35,423.95,1630.86,1099.31,1000.00,2000.00,1000.00,78.22,80.61,32.84,0.89,0.45,-0.09,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.5655366
595,0.535,-33.1010,0.466,-33.1010,0.494,-33.1010,689.62,425.26,1632.20,1099.86,1000.00,2000.00,1000.00,78.32,80.55,32.61,0.89,0.45,-0.09,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.3958741
596,0.499,-33.1098,0.410,-33.1098,0.470,-33.1099,687.90,426.56,1633.54,1100.40,1000.00,2000.00,1000.00,78.42,80.49,32.38,0.89,0.45,-0.09,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.4886789
597,0.549,-33.1189,0.435,-33.1189,0.490,-33.1189,686.17,427.87,1634.88,1100.93,1000.00,2000.00,1000.00,78.53,80.43,32.15,0.89,0.45,-0.09,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.4991478
598,0.499,-33.1279,0.448,-33.1279,0.461,-33.1279,684.44,429.18,1636.22,1101.46,1000.00,2000.00,1000.00,78.63,80.37,31.92,0.89,0.45,-0.10,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.4943716
599,0.430,-33.1395,0.386,-33.1395,0.000,-33.1395,682.72,430.49,1637.56,1101.99,1000.00,2000.00,1000.00,78.73,80.31,31.69,0.89,0.45,-0.10,-0.23,0.25,-0.94,0.40,-0.86,-0.33,-0.6057398
600,0.456,-33.1491,0.353,-33.1491,0.000,-33.1491,680.99,431.81,1638.90,1102.52,1000.00,2000.00,1000.00,78.84,80.24,31.46,0.89,0.45,-0.10,-0.23,0.25,-0.94,0.39,-0.86,-0.33,-0.5235160
601,0.544,-33.1556,0.433,-33.1557,0.467,-33.1556,679.26,433.12,1640.23,1103.04,1000.00,2000.00,1000.00,78.94,80.18,31.24,0.89,0.44,-0.10,-0.23,0.25,-0.94,0.39,-0.86,-0.33,-0.3726632
602,0.525,-33.1652,0.424,-33.1651,0.456,-33.1651,677.54,434.44,1641.57,1103.55,1000.00,2000.00,1000.00,79.05,80.12,31.01,0.89,0.44,-0.10,-0.23,0.25,-0.94,0.39,-0.86,-0.33,-0.5185230
603,0.463,-33.1767,0.066,-33.1766,0.000,-33.1766,675.81,435.76,1642.90,1104.07,1000.00,2000.00,1000.00,79.15,80.05,30.79,0.89,0.44,-0.10,-0.23,0.26,-0.94,0.39,-0.86,-0.33,-0.6041913
604,0.569,-33.1842,0.499,-33.1842,1.000,-33.1840,674.08,437.08,1644.23,1104.58,1000.00,2000.00,1000.00,79.26,79.99,30.57,0.89,0.44,-0.10,-0.23,0.26,-0.94,0.39,-0.86,-0.33,-0.4174964
605,0.546,-33.1937,0.440,-33.1938,0.491,-33.1937,672.35,438.40,1645.57,1105.08,1000.00,2000.00,1000.00,79.36,79.93,30.34,0.89,0.44,-0.10,-0.23,0.26,-0.94,0.39,-0.86,-0.33,-0.5272847
606,0.561,-33.2035,0.445,-33.2034,0.489,-33.2034,670.62,439.73,1646.90,1105.58,1000.00,2000.00,1000.00,79.46,79.87,30.12,0.89,0.44,-0.10,-0.24,0.26,-0.94,0.39,-0.86,-0.33,-0.5271137
607,0.490,-33.2151,0.378,-33.2151,0.000,-33.2151,668.89,441.05,1648.23,1106.08,1000.00,2000.00,1000.00,79.57,79.81,29.90,0.89,0.44,-0.10,-0.24,0.26,-0.94,0.38,-0.86,-0.33,-0.6092887
608,0.518,-33.2231,0.441,-33.2231,0.472,-33.2231,667.16,442.38,1649.56,1106.58,1000.00,2000.00,1000.00,79.67,79.74,29.68,0.89,0.44,-0.11,-0.24,0.26,-0.94,0.38,-0.86,-0.34,-0.4473056
609,0.460,-33.2348,0.397,-33.2347,0.000,-33.2347,665.43,443.71,1650.89,1107.07,1000.00,2000.00,1000.00,79.78,79.68,29.46,0.89,0.44,-0.11,-0.24,0.26,-0.94,0.38,-0.86,-0.34,-0.6108263
610,0.513,-33.2428,0.425,-33.2429,0.462,-33.2429,663.70,445.04,1652.21,1107.56,1000.00,2000.00,1000.00,79.88,79.62,29.24,0.89,0.44,-0.11,-0.24,0.26,-0.94,0.38,-0.86,-0.34,-0.4537974
611,0.533,-33.2529,0.439,-33.2529,0.480,-33.2529,661.97,446.38,1653.54,1108.04,1000.00,2000.00,1000.00,79.98,79.55,29.02,0.89,0.44,-0.11,-0.24,0.26,-0.93,0.38,-0.86,-0.34,-0.5443751
612,0.531,-33.2629,0.449,-33.2629,0.481,-33.2629,660.24,447.71,1654.86,1108.52,1000.00,2000.00,1000.00,80.09,79.49,28.80,0.89,0.43,-0.11,-0.24,0.26,-0.93,0.38,-0.86,-0.34,-0.5386606
613,0.538,-33.2731,0.443,-33.2731,0.476,-33.2731,658.51,449.05,1656.19,1109.00,1000.00,2000.00,1000.00,80.19,79.43,28.58,0.89,0.43,-0.11,-0.24,0.26,-0.93,0.38,-0.86,-0.34,-0.5492181
614,0.553,-33.2833,0.419,-33.2833,0.482,-33.2833,656.78,450.39,1657.51,1109.47,1000.00,2000.00,1000.00,80.30,79.36,28.37,0.89,0.43,-0.11,-0.25,0.26,-0.93,0.37,-0.86,-0.34,-0.5495511
615,0.493,-33.2955,0.369,-33.2955,0.000,-33.2955,655.05,451.73,1658.83,1109.94,1000.00,2000.00,1000.00,80.40,79.30,28.15,0.89,0.43,-0.11,-0.25,0.26,-0.93,0.37,-0.86,-0.34,-0.6318578
616,0.555,-33.3038,0.395,-33.3039,0.489,-33.3038,653.32,453.07,1660.15,1110.40,1000.00,2000.00,1000.00,80.51,79.24,27.94,0.90,0.43,-0.12,-0.25,0.26,-0.93,0.37,-0.86,-0.34,-0.4598808
617,1.000,-33.3140,0.489,-33.3142,0.529,-33.3140,651.58,454.41,1661.47,1110.87,1000.00,2000.00,1000.00,80.61,79.17,27.73,0.90,0.43,-0.12,-0.25,0.26,-0.93,0.37,-0.86,-0.34,-0.5507153
618,0.451,-33.3246,0.396,-33.3245,0.418,-33.3246,649.85,455.76,1662.79,1111.32,1000.00,2000.00,1000.00,80.72,79.11,27.51,0.90,0.43,-0.12,-0.25,0.27,-0.93,0.37,-0.86,-0.35,-0.5653734
619,0.493,-33.3349,0.484,-33.3350,0.458,-33.3349,648.12,457.10,1664.11,1111.78,1000.00,2000.00,1000.00,80.82,79.04,27.30,0.90,0.43,-0.12,-0.25,0.27,-0.93,0.37,-0.86,-0.35,-0.5563467
620,0.568,-33.3454,0.418,-33.3453,0.898,-33.3454,646.38,458.45,1665.42,1112.23,1000.00,2000.00,1000.00,80.92,78.98,27.09,0.90,0.43,-0.12,-0.25,0.27,-0.93,0.36,-0.86,-0.35,-0.5602982
621,0.562,-33.3561,0.317,-33.3561,0.496,-33.3561,644.65,459.80,1666.74,1112.68,1000.00,2000.00,1000.00,81.03,78.91,26.88,0.90,0.43,-0.12,-0.25,0.27,-0.93,0.36,-0.86,-0.35,-0.5689554
622,0.418,-33.3683,0.431,-33.3682,0.079,-33.3682,642.91,461.16,1668.05,1113.12,1000.00,2000.00,1000.00,81.13,78.85,26.66,0.90,0.42,-0.12,-0.26,0.27,-0.93,0.36,-0.86,-0.35,-0.6299176
623,0.098,-33.3787,0.339,-33.3787,0.000,-33.3787,641.18,462.51,1669.37,1113.56,1000.00,2000.00,1000.00,81.24,78.78,26.45,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.36,-0.87,-0.35,-0.5609549
624,0.435,-33.3903,0.452,-33.3903,0.000,-33.3903,639.45,463.86,1670.68,1114.00,1000.00,2000.00,1000.00,81.34,78.72,26.24,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.36,-0.87,-0.35,-0.6095965
625,0.522,-33.3986,0.401,-33.3985,0.469,-33.3985,637.71,465.22,1671.99,1114.43,1000.00,2000.00,1000.00,81.45,78.65,26.03,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.36,-0.87,-0.35,-0.4561982
626,0.531,-33.4094,0.405,-33.4094,0.475,-33.4093,635.97,466.58,1673.30,1114.87,1000.00,2000.00,1000.00,81.55,78.59,25.82,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.36,-0.87,-0.35,-0.5757485
627,0.597,-33.4200,0.368,-33.4202,0.565,-33.4202,634.24,467.94,1674.61,1115.29,1000.00,2000.00,1000.00,81.65,78.52,25.61,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.35,-0.87,-0.35,-0.5802442
628,0.442,-33.4308,0.504,-33.4308,0.440,-33.4308,632.50,469.30,1675.92,1115.72,1000.00,2000.00,1000.00,81.76,78.46,25.40,0.90,0.42,-0.13,-0.26,0.27,-0.93,0.35,-0.87,-0.35,-0.5629217
629,0.539,-33.4417,0.433,-33.4417,0.473,-33.4416,630.76,470.67,1677.22,1116.14,1000.00,2000.00,1000.00,81.86,78.39,25.19,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.35,-0.87,-0.36,-0.5788020
630,0.535,-33.4526,0.432,-33.4525,0.471,-33.4525,629.03,472.04,1678.53,1116.55,1000.00,2000.00,1000.00,81.96,78.32,24.98,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.35,-0.87,-0.36,-0.5784812
631,0.541,-33.4635,0.435,-33.4635,0.479,-33.4635,627.29,473.40,1679.83,1116.96,1000.00,2000.00,1000.00,82.07,78.26,24.77,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.35,-0.87,-0.36,-0.5805643
632,0.526,-33.4745,0.448,-33.4745,0.475,-33.4744,625.55,474.77,1681.13,1117.37,1000.00,2000.00,1000.00,82.17,78.19,24.56,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.35,-0.87,-0.36,-0.5810442
633,0.535,-33.4855,0.423,-33.4854,0.475,-33.4855,623.81,476.14,1682.44,1117.78,1000.00,2000.00,1000.00,82.27,78.13,24.35,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.34,-0.87,-0.36,-0.5855089
634,0.495,-33.4982,0.483,-33.4983,0.000,-33.4983,622.08,477.52,1683.74,1118.18,1000.00,2000.00,1000.00,82.37,78.06,24.14,0.90,0.42,-0.14,-0.27,0.27,-0.92,0.34,-0.87,-0.36,-0.6560089
635,0.530,-33.5076,0.462,-33.5076,0.482,-33.5076,620.34,478.89,1685.04,1118.58,1000.00,2000.00,1000.00,82.48,77.99,23.93,0.90,0.41,-0.15,-0.28,0.27,-0.92,0.34,-0.87,-0.36,-0.5094985
636,0.528,-33.5187,0.459,-33.5187,0.486,-33.5187,618.60,480.27,1686.34,1118.98,1000.00,2000.00,1000.00,82.58,77.93,23.72,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.34,-0.87,-0.36,-0.5883651
637,0.509,-33.5299,0.483,-33.5299,0.480,-33.5298,616.86,481.65,1687.63,1119.37,1000.00,2000.00,1000.00,82.68,77.86,23.51,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.34,-0.87,-0.36,-0.5885235
638,0.531,-33.5411,0.460,-33.5411,0.485,-33.5411,615.12,483.03,1688.93,1119.76,1000.00,2000.00,1000.00,82.78,77.80,23.30,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.34,-0.87,-0.36,-0.5932589
639,0.498,-33.5523,0.468,-33.5523,0.475,-33.5524,613.38,484.41,1690.23,1120.14,1000.00,2000.00,1000.00,82.88,77.73,23.09,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.34,-0.87,-0.36,-0.5957721
640,0.533,-33.5636,0.424,-33.5637,0.492,-33.5636,611.64,485.79,1691.52,1120.52,1000.00,2000.00,1000.00,82.98,77.66,22.89,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.33,-0.87,-0.37,-0.5926293
641,0.524,-33.5750,0.467,-33.5749,0.482,-33.5750,609.89,487.17,1692.81,1120.90,1000.00,2000.00,1000.00,83.08,77.60,22.68,0.90,0.41,-0.15,-0.28,0.28,-0.92,0.33,-0.87,-0.37,-0.5992138
642,0.536,-33.5864,0.465,-33.5863,0.493,-33.5863,608.15,488.56,1694.11,1121.28,1000.00,2000.00,1000.00,83.18,77.53,22.47,0.90,0.41,-0.16,-0.29,0.28,-0.92,0.33,-0.87,-0.37,-0.5973386
643,0.529,-33.5977,0.464,-33.5977,0.501,-33.5977,606.41,489.95,1695.40,1121.65,1000.00,2000.00,1000.00,83.28,77.47,22.26,0.90,0.41,-0.16,-0.29,0.28,-0.92,0.33,-0.87,-0.37,-0.5998379
644,0.557,-33.6091,0.429,-33.6091,0.486,-33.6091,604.67,491.34,1696.69,1122.01,1000.00,2000.00,1000.00,83.39,77.40,22.06,0.90,0.41,-0.16,-0.29,0.28,-0.92,0.33,-0.87,-0.37,-0.6007730
645,0.530,-33.6206,0.440,-33.6205,0.474,-33.6206,602.92,492.73,1697.98,1122.38,1000.00,2000.00,1000.00,83.49,77.33,21.85,0.90,0.41,-0.16,-0.29,0.28,-0.91,0.33,-0.87,-0.37,-0.6012400
646,0.481,-33.6341,0.393,-33.6341,0.000,-33.6341,601.18,494.12,1699.26,1122.74,1000.00,2000.00,1000.00,83.59,77.26,21.64,0.90,0.40,-0.16,-0.29,0.28,-0.91,0.32,-0.87,-0.37,-0.6801251
647,0.554,-33.6437,0.457,-33.6437,0.493,-33.6436,599.44,495.52,1700.55,1123.10,1000.00,2000.00,1000.00,83.69,77.20,21.44,0.90,0.40,-0.16,-0.29,0.28,-0.91,0.32,-0.87,-0.37,-0.5205926
648,0.521,-33.6553,0.426,-33.6553,0.479,-33.6553,597.69,496.91,1701.84,1123.45,1000.00,2000.00,1000.00,83.79,77.13,21.23,0.90,0.40,-0.17,-0.29,0.28,-0.91,0.32,-0.87,-0.37,-0.6112869
649,0.553,-33.6668,0.446,-33.6669,0.489,-33.6668,595.95,498.31,1703.12,1123.80,1000.00,2000.00,1000.00,83.89,77.06,21.03,0.90,0.40,-0.17,-0.30,0.28,-0.91,0.32,-0.87,-0.37,-0.6035710
650,0.466,-33.6806,0.395,-33.6806,0.000,-33.6806,594.20,499.71,1704.40,1124.15,1000.00,2000.00,1000.00,83.99,76.99,20.82,0.90,0.40,-0.17,-0.30,0.28,-0.91,0.32,-0.87,-0.38,-0.6923170
651,0.530,-33.6903,0.442,-33.6902,0.478,-33.6902,592.46,501.11,1705.69,1124.49,1000.00,2000.00,1000.00,84.09,76.93,20.62,0.90,0.40,-0.17,-0.30,0.28,-0.91,0.32,-0.87,-0.38,-0.5224853
652,0.558,-33.7019,0.470,-33.7019,0.484,-33.7019,590.71,502.52,1706.97,1124.83,1000.00,2000.00,1000.00,84.19,76.86,20.41,0.90,0.40,-0.17,-0.30,0.29,-0.91,0.31,-0.87,-0.38,-0.6111334
653,0.481,-33.7157,0.426,-33.7156,0.000,-33.7156,588.97,503.92,1708.25,1125.17,1000.00,2000.00,1000.00,84.29,76.79,20.21,0.90,0.40,-0.17,-0.30,0.29,-0.91,0.31,-0.87,-0.38,-0.6887805
654,0.523,-33.7255,0.449,-33.7255,0.485,-33.7255,587.22,505.33,1709.53,1125.50,1000.00,2000.00,1000.00,84.39,76.72,20.01,0.90,0.40,-0.18,-0.30,0.29,-0.91,0.31,-0.87,-0.38,-0.5352808
655,0.550,-33.7373,0.480,-33.7374,0.492,-33.7373,585.47,506.74,1710.80,1125.83,1000.00,2000.00,1000.00,84.49,76.65,19.80,0.90,0.40,-0.18,-0.31,0.29,-0.91,0.31,-0.87,-0.38,-0.6155717
656,0.513,-33.7491,0.476,-33.7491,0.471,-33.7492,583.72,508.15,1712.08,1126.16,1000.00,2000.00,1000.00,84.59,76.59,19.60,0.90,0.40,-0.18,-0.31,0.29,-0.91,0.31,-0.87,-0.38,-0.6196791
657,0.529,-33.7611,0.462,-33.7611,0.477,-33.7610,581.98,509.56,1713.35,1126.48,1000.00,2000.00,1000.00,84.69,76.52,19.39,0.90,0.40,-0.18,-0.31,0.29,-0.91,0.31,-0.87,-0.38,-0.6195274
658,0.562,-33.7730,0.397,-33.7730,0.493,-33.7730,580.23,510.97,1714.63,1126.80,1000.00,2000.00,1000.00,84.79,76.45,19.19,0.90,0.39,-0.18,-0.31,0.29,-0.91,0.30,-0.87,-0.38,-0.6224040
659,0.537,-33.7850,0.450,-33.7849,0.489,-33.7850,578.48,512.39,1715.90,1127.12,1000.00,2000.00,1000.00,84.88,76.38,18.99,0.90,0.39,-0.18,-0.31,0.29,-0.91,0.30,-0.87,-0.38,-0.6224040
660,0.536,-33.7970,0.458,-33.7970,0.483,-33.7970,576.73,513.80,1717.17,1127.43,1000.00,2000.00,1000.00,84.98,76.31,18.78,0.90,0.39,-0.18,-0.31,0.29,-0.90,0.30,-0.87,-0.38,-0.6255697
661,0.553,-33.8089,0.101,-33.8089,0.464,-33.8088,574.98,515.22,1718.44,1127.74,1000.00,2000.00,1000.00,85.08,76.24,18.58,0.90,0.39,-0.19,-0.31,0.29,-0.90,0.30,-0.87,-0.38,-0.6164865
662,0.465,-33.8234,0.434,-33.8235,0.000,-33.8234,573.23,516.64,1719.71,1128.05,1000.00,2000.00,1000.00,85.18,76.17,18.38,0.90,0.39,-0.19,-0.31,0.29,-0.90,0.30,-0.87,-0.39,-0.7206506
663,0.508,-33.8332,0.450,-33.8332,0.482,-33.8331,571.48,518.06,1720.98,1128.35,1000.00,2000.00,1000.00,85.28,76.10,18.18,0.90,0.39,-0.19,-0.32,0.29,-0.90,0.30,-0.87,-0.39,-0.5269428
664,0.542,-33.8453,0.453,-33.8453,0.501,-33.8453,569.73,519.48,1722.25,1128.65,1000.00,2000.00,1000.00,85.38,76.03,17.97,0.90,0.39,-0.19,-0.32,0.29,-0.90,0.30,-0.87,-0.39,-0.6293195
665,0.534,-33.8574,0.428,-33.8574,0.494,-33.8575,567.98,520.91,1723.52,1128.95,1000.00,2000.00,1000.00,85.48,75.96,17.77,0.90,0.39,-0.19,-0.32,0.29,-0.90,0.29,-0.87,-0.39,-0.6329002
666,0.520,-33.8697,0.458,-33.8698,0.486,-33.8697,566.23,522.34,1724.78,1129.24,1000.00,2000.00,1000.00,85.57,75.89,17.57,0.90,0.39,-0.19,-0.32,0.29,-0.90,0.29,-0.87,-0.39,-0.6320069
667,0.557,-33.8819,0.461,-33.8819,0.496,-33.8819,564.47,523.76,1726.04,1129.53,1000.00,2000.00,1000.00,85.67,75.82,17.37,0.90,0.39,-0.20,-0.32,0.29,-0.90,0.29,-0.87,-0.39,-0.6308138
668,0.460,-33.8957,0.265,-33.8957,0.000,-33.8957,562.72,525.19,1727.31,1129.81,1000.00,2000.00,1000.00,85.77,75.75,17.17,0.90,0.39,-0.20,-0.32,0.30,-0.90,0.29,-0.87,-0.39,-0.6919100
669,0.570,-33.9064,0.461,-33.9065,0.503,-33.9064,560.97,526.62,1728.57,1130.10,1000.00,2000.00,1000.00,85.87,75.69,16.97,0.90,0.38,-0.20,-0.32,0.30,-0.90,0.29,-0.87,-0.39,-0.5707403
670,0.447,-33.9205,0.305,-33.9203,0.000,-33.9204,559.21,528.06,1729.83,1130.38,1000.00,2000.00,1000.00,85.97,75.61,16.77,0.90,0.38,-0.20,-0.33,0.30,-0.90,0.29,-0.87,-0.39,-0.6998641
671,0.456,-33.9331,0.463,-33.9331,0.000,-33.9330,557.46,529.49,1731.09,1130.65,1000.00,2000.00,1000.00,86.06,75.54,16.57,0.90,0.38,-0.20,-0.33,0.30,-0.90,0.28,-0.87,-0.39,-0.6480557
672,0.532,-33.9435,0.463,-33.9437,0.499,-33.9435,555.71,530.93,1732.35,1130.92,1000.00,2000.00,1000.00,86.16,75.47,16.37,0.90,0.38,-0.20,-0.33,0.30,-0.90,0.28,-0.87,-0.39,-0.5622666
673,0.499,-33.9579,0.486,-33.9579,0.000,-33.9579,553.95,532.36,1733.60,1131.19,1000.00,2000.00,1000.00,86.26,75.40,16.16,0.90,0.38,-0.20,-0.33,0.30,-0.90,0.28,-0.88,-0.39,-0.7117956
674,0.542,-33.9685,0.452,-33.9685,0.498,-33.9684,552.20,533.80,1734.86,1131.46,1000.00,2000.00,1000.00,86.36,75.33,15.96,0.90,0.38,-0.21,-0.33,0.30,-0.89,0.28,-0.88,-0.40,-0.5630854
675,0.548,-33.9811,0.456,-33.9810,0.502,-33.9810,550.44,535.24,1736.11,1131.72,1000.00,2000.00,1000.00,86.45,75.26,15.76,0.90,0.38,-0.21,-0.33,0.30,-0.89,0.28,-0.88,-0.40,-0.6465993
676,0.569,-33.9936,0.462,-33.9936,0.508,-33.9935,548.69,536.69,1737.37,1131.98,1000.00,2000.00,1000.00,86.55,75.19,15.57,0.90,0.38,-0.21,-0.33,0.30,-0.89,0.27,-0.88,-0.40,-0.6444086
677,0.205,-34.0060,0.463,-34.0061,0.473,-34.0061,546.93,538.13,1738.62,1132.24,1000.00,2000.00,1000.00,86.65,75.12,15.37,0.90,0.38,-0.21,-0.33,0.30,-0.89,0.27,-0.88,-0.40,-0.6463076
678,0.517,-34.0188,0.466,-34.0187,0.491,-34.0187,545.17,539.58,1739.87,1132.49,1000.00,2000.00,1000.00,86.74,75.05,15.17,0.90,0.38,-0.21,-0.34,0.30,-0.89,0.27,-0.88,-0.40,-0.6468909
