Iteration,Aileron,AileronLoss,Elevator,ElevatorLoss,Rudder,RudderLoss,DistanceToTarget,PlanePositionX,PlanePositionY,PlanePositionZ,TargetPositionX,TargetPositionY,TargetPositionZ,PlaneVelocityX,PlaneVelocityY,PlaneVelocityZ,PlaneForwardX,PlaneForwardY,PlaneForwardZ,PlaneUpX,PlaneUpY,PlaneUpZ,PlaneRightX,PlaneRightY,PlaneRightZ,LossAngleChange
0,0.534,-30.3426,0.000,-30.3426,1.000,-30.3426,1730.32,-0.00,1000.00,3.00,1000.00,2000.00,1000.00,-0.00,0.04,180.15,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,-1.5702471
1,0.551,-30.3164,0.000,-30.3164,1.000,-30.3164,1728.59,-0.00,1000.00,6.01,1000.00,2000.00,1000.00,-0.00,0.08,180.29,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,1.0047803
2,0.576,-30.2911,0.146,-30.2911,1.000,-30.2911,1726.86,-0.00,1000.00,9.01,1000.00,2000.00,1000.00,-0.01,0.12,180.44,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,0.9870204
3,0.577,-30.2674,0.111,-30.2673,1.000,-30.2673,1725.13,-0.00,1000.01,12.02,1000.00,2000.00,1000.00,-0.02,0.15,180.58,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,0.9594659
4,0.617,-30.2449,0.048,-30.2450,1.000,-30.2449,1723.41,-0.00,1000.01,15.04,1000.00,2000.00,1000.00,-0.02,0.18,180.73,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,0.9317654
5,0.000,-30.2244,0.027,-30.2244,1.000,-30.2244,1721.69,-0.00,1000.01,18.05,1000.00,2000.00,1000.00,-0.03,0.21,180.87,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,0.8881781
6,0.636,-30.2058,0.035,-30.2058,0.999,-30.2058,1719.96,-0.00,1000.02,21.07,1000.00,2000.00,1000.00,-0.04,0.24,181.01,0.00,0.00,1.00,0.00,1.00,-0.00,1.00,-0.00,-0.00,0.8400742
7,0.632,-30.1892,0.008,-30.1892,0.997,-30.1892,1718.25,-0.00,1000.02,24.09,1000.00,2000.00,1000.00,-0.05,0.26,181.15,0.00,0.01,1.00,0.01,1.00,-0.01,1.00,-0.01,-0.00,0.7845315
8,0.645,-30.1752,0.000,-30.1752,0.997,-30.1752,1716.53,-0.00,1000.03,27.11,1000.00,2000.00,1000.00,-0.06,0.29,181.29,0.01,0.01,1.00,0.01,1.00,-0.01,1.00,-0.01,-0.01,0.6974487
9,0.656,-30.1637,0.000,-30.1637,1.000,-30.1637,1714.81,-0.01,1000.03,30.13,1000.00,2000.00,1000.00,-0.07,0.31,181.43,0.01,0.01,1.00,0.01,1.00,-0.01,1.00,-0.01,-0.01,0.6025618
10,0.497,-30.1548,0.000,-30.1548,1.000,-30.1548,1713.10,-0.01,1000.04,33.16,1000.00,2000.00,1000.00,-0.09,0.34,181.57,0.01,0.01,1.00,0.01,1.00,-0.01,1.00,-0.01,-0.01,0.4941942
11,0.672,-30.1491,0.000,-30.1490,1.000,-30.1490,1711.39,-0.01,1000.04,36.19,1000.00,2000.00,1000.00,-0.10,0.37,181.71,0.01,0.02,1.00,0.02,1.00,-0.02,1.00,-0.02,-0.01,0.3309186
12,0.147,-30.1453,0.000,-30.1453,1.000,-30.1453,1709.68,-0.01,1000.05,39.22,1000.00,2000.00,1000.00,-0.11,0.40,181.84,0.02,0.02,1.00,0.02,1.00,-0.02,1.00,-0.02,-0.02,0.2187990
13,0.444,-30.1304,0.694,-30.1304,1.000,-30.1304,1707.98,-0.01,1000.06,42.25,1000.00,2000.00,1000.00,-0.12,0.44,181.97,0.02,0.03,1.00,0.02,1.00,-0.03,1.00,-0.02,-0.02,0.7299422
14,0.680,-30.1241,0.000,-30.1241,0.002,-30.1241,1706.28,-0.01,1000.07,45.29,1000.00,2000.00,1000.00,-0.13,0.49,182.10,0.02,0.03,1.00,0.03,1.00,-0.03,1.00,-0.03,-0.02,0.3622976
15,0.654,-30.1323,0.697,-30.1323,1.000,-30.1323,1704.57,-0.02,1000.07,48.32,1000.00,2000.00,1000.00,-0.14,0.55,182.23,0.03,0.04,1.00,0.03,1.00,-0.04,1.00,-0.03,-0.03,-0.4549985
16,0.170,-30.1360,0.902,-30.1360,1.000,-30.1360,1702.87,-0.02,1000.09,51.36,1000.00,2000.00,1000.00,-0.14,0.62,182.36,0.03,0.04,1.00,0.03,1.00,-0.04,1.00,-0.04,-0.03,-0.2194532
17,0.677,-30.1390,0.000,-30.1390,0.299,-30.1390,1701.18,-0.02,1000.10,54.40,1000.00,2000.00,1000.00,-0.15,0.70,182.48,0.04,0.05,1.00,0.04,1.00,-0.05,1.00,-0.04,-0.04,-0.1822064
18,0.671,-30.1668,0.000,-30.1666,1.000,-30.1666,1699.48,-0.02,1000.11,57.45,1000.00,2000.00,1000.00,-0.14,0.79,182.60,0.05,0.05,1.00,0.04,1.00,-0.06,1.00,-0.05,-0.04,-1.0274374
19,0.660,-30.1821,0.000,-30.1821,1.000,-30.1821,1697.79,-0.03,1000.12,60.49,1000.00,2000.00,1000.00,-0.14,0.88,182.72,0.05,0.06,1.00,0.05,1.00,-0.06,1.00,-0.05,-0.05,-0.7477028
20,0.649,-30.2004,0.000,-30.2004,1.000,-30.2004,1696.09,-0.03,1000.14,63.54,1000.00,2000.00,1000.00,-0.14,0.98,182.83,0.06,0.07,1.00,0.05,1.00,-0.07,1.00,-0.06,-0.06,-0.8316356
21,0.638,-30.2212,0.000,-30.2214,1.000,-30.2214,1694.40,-0.03,1000.16,66.59,1000.00,2000.00,1000.00,-0.13,1.10,182.94,0.07,0.08,0.99,0.06,0.99,-0.08,1.00,-0.06,-0.06,-0.9011290
22,0.655,-30.2286,0.640,-30.2286,0.500,-30.2286,1692.71,-0.03,1000.18,69.64,1000.00,2000.00,1000.00,-0.12,1.23,183.05,0.08,0.09,0.99,0.06,0.99,-0.09,1.00,-0.07,-0.07,-0.4047067
23,0.000,-30.2670,0.000,-30.2670,1.000,-30.2670,1691.02,-0.03,1000.20,72.69,1000.00,2000.00,1000.00,-0.10,1.37,183.14,0.09,0.10,0.99,0.07,0.99,-0.10,0.99,-0.08,-0.08,-1.1611105
24,0.638,-30.2839,0.812,-30.2839,0.500,-30.2839,1689.34,-0.04,1000.23,75.75,1000.00,2000.00,1000.00,-0.07,1.53,183.24,0.10,0.10,0.99,0.07,0.99,-0.11,0.99,-0.08,-0.09,-0.7932813
25,0.631,-30.3126,0.569,-30.3126,0.436,-30.3126,1687.65,-0.04,1000.26,78.80,1000.00,2000.00,1000.00,-0.04,1.72,183.32,0.11,0.11,0.99,0.08,0.99,-0.12,0.99,-0.09,-0.10,-1.0453349
26,0.621,-30.3432,0.688,-30.3432,0.303,-30.3432,1685.97,-0.04,1000.29,81.86,1000.00,2000.00,1000.00,0.00,1.92,183.40,0.12,0.12,0.99,0.08,0.99,-0.13,0.99,-0.10,-0.10,-1.0715830
27,0.615,-30.3855,0.660,-30.3855,1.000,-30.3855,1684.28,-0.04,1000.32,84.92,1000.00,2000.00,1000.00,0.05,2.14,183.47,0.13,0.13,0.98,0.09,0.99,-0.15,0.99,-0.10,-0.11,-1.1957035
28,0.588,-30.4125,0.150,-30.4125,0.386,-30.4126,1682.60,-0.03,1000.36,87.97,1000.00,2000.00,1000.00,0.10,2.38,183.53,0.14,0.14,0.98,0.09,0.98,-0.16,0.99,-0.11,-0.12,-1.0192838
29,0.593,-30.4567,0.651,-30.4568,1.000,-30.4568,1680.91,-0.03,1000.41,91.03,1000.00,2000.00,1000.00,0.16,2.64,183.57,0.15,0.15,0.98,0.10,0.98,-0.17,0.98,-0.12,-0.13,-1.2104573
30,0.582,-30.4942,0.343,-30.4943,1.000,-30.4943,1679.23,-0.03,1000.46,94.09,1000.00,2000.00,1000.00,0.22,2.92,183.61,0.16,0.17,0.97,0.10,0.98,-0.18,0.98,-0.13,-0.14,-1.1520088
31,0.582,-30.5267,0.351,-30.5267,0.481,-30.5267,1677.54,-0.02,1000.51,97.15,1000.00,2000.00,1000.00,0.30,3.22,183.64,0.18,0.18,0.97,0.10,0.98,-0.20,0.98,-0.13,-0.15,-1.0952628
32,0.570,-30.5711,0.346,-30.5713,1.000,-30.5713,1675.86,-0.02,1000.57,100.22,1000.00,2000.00,1000.00,0.38,3.55,183.65,0.19,0.19,0.96,0.10,0.97,-0.21,0.98,-0.14,-0.16,-1.2134216
33,0.570,-30.6061,0.410,-30.6062,0.444,-30.6062,1674.17,-0.01,1000.63,103.28,1000.00,2000.00,1000.00,0.47,3.89,183.64,0.20,0.20,0.96,0.11,0.97,-0.22,0.97,-0.15,-0.18,-1.1252303
34,0.553,-30.6500,0.508,-30.6497,1.000,-30.6497,1672.49,0.00,1000.71,106.34,1000.00,2000.00,1000.00,0.56,4.26,183.63,0.22,0.21,0.95,0.11,0.97,-0.23,0.97,-0.15,-0.19,-1.2050894
35,0.555,-30.6855,0.915,-30.6853,0.564,-30.6853,1670.80,0.01,1000.78,109.40,1000.00,2000.00,1000.00,0.67,4.64,183.60,0.23,0.21,0.95,0.11,0.96,-0.25,0.97,-0.16,-0.20,-1.1330702
36,0.541,-30.7277,0.609,-30.7277,1.000,-30.7276,1669.12,0.03,1000.87,112.46,1000.00,2000.00,1000.00,0.78,5.05,183.55,0.25,0.22,0.94,0.11,0.96,-0.26,0.96,-0.17,-0.21,-1.1954114
37,0.537,-30.7644,0.588,-30.7644,0.510,-30.7643,1667.43,0.04,1000.96,115.51,1000.00,2000.00,1000.00,0.90,5.47,183.48,0.26,0.23,0.94,0.11,0.96,-0.27,0.96,-0.17,-0.22,-1.1439357
38,0.501,-30.8032,0.540,-30.8031,0.857,-30.8028,1665.74,0.06,1001.06,118.57,1000.00,2000.00,1000.00,1.02,5.91,183.40,0.28,0.24,0.93,0.11,0.95,-0.28,0.95,-0.18,-0.24,-1.1630087
39,0.458,-30.8386,0.642,-30.8385,0.724,-30.8394,1664.05,0.08,1001.16,121.63,1000.00,2000.00,1000.00,1.15,6.37,183.31,0.29,0.25,0.92,0.11,0.95,-0.29,0.95,-0.19,-0.25,-1.1425781
40,0.084,-30.8731,0.643,-30.8727,0.833,-30.8741,1662.36,0.10,1001.28,124.68,1000.00,2000.00,1000.00,1.29,6.84,183.19,0.31,0.26,0.92,0.11,0.95,-0.30,0.95,-0.19,-0.26,-1.1232883
41,0.470,-30.9097,0.601,-30.9095,0.791,-30.9095,1660.67,0.12,1001.40,127.73,1000.00,2000.00,1000.00,1.44,7.33,183.06,0.32,0.26,0.91,0.11,0.94,-0.31,0.94,-0.20,-0.28,-1.1305065
42,0.508,-30.9413,0.000,-30.9415,0.798,-30.9409,1658.97,0.15,1001.53,130.78,1000.00,2000.00,1000.00,1.59,7.82,182.91,0.34,0.27,0.90,0.10,0.94,-0.32,0.94,-0.20,-0.29,-1.0840633
43,0.518,-30.9729,0.544,-30.9730,0.785,-30.9728,1657.28,0.18,1001.67,133.82,1000.00,2000.00,1000.00,1.75,8.33,182.75,0.35,0.28,0.89,0.10,0.94,-0.33,0.93,-0.21,-0.30,-1.0888518
44,0.508,-31.0024,0.442,-31.0026,0.759,-31.0027,1655.58,0.21,1001.82,136.87,1000.00,2000.00,1000.00,1.91,8.84,182.58,0.37,0.28,0.89,0.10,0.94,-0.34,0.92,-0.21,-0.32,-1.0617574
45,0.508,-31.0323,0.552,-31.0324,0.737,-31.0322,1653.88,0.24,1001.97,139.91,1000.00,2000.00,1000.00,2.08,9.36,182.39,0.39,0.29,0.88,0.10,0.93,-0.35,0.92,-0.22,-0.33,-1.0572089
46,0.507,-31.0601,0.553,-31.0600,0.717,-31.0599,1652.18,0.28,1002.14,142.94,1000.00,2000.00,1000.00,2.25,9.89,182.18,0.40,0.29,0.87,0.09,0.93,-0.36,0.91,-0.22,-0.35,-1.0291153
47,0.504,-31.0865,0.539,-31.0865,0.701,-31.0865,1650.48,0.32,1002.31,145.98,1000.00,2000.00,1000.00,2.43,10.43,181.96,0.42,0.30,0.86,0.09,0.93,-0.36,0.90,-0.23,-0.36,-1.0102618
48,0.490,-31.1118,0.490,-31.1116,0.677,-31.1116,1648.78,0.37,1002.49,149.00,1000.00,2000.00,1000.00,2.61,10.97,181.72,0.43,0.30,0.85,0.09,0.93,-0.37,0.90,-0.23,-0.37,-0.9845777
49,0.502,-31.1350,0.476,-31.1351,0.666,-31.1350,1647.08,0.41,1002.69,152.03,1000.00,2000.00,1000.00,2.79,11.51,181.48,0.45,0.30,0.84,0.08,0.92,-0.38,0.89,-0.24,-0.39,-0.9528826
50,0.502,-31.1569,0.481,-31.1571,0.275,-31.1571,1645.37,0.46,1002.89,155.05,1000.00,2000.00,1000.00,2.98,12.05,181.22,0.46,0.31,0.83,0.08,0.92,-0.38,0.88,-0.24,-0.40,-0.9239081
51,0.501,-31.1782,0.490,-31.1784,0.126,-31.1785,1643.67,0.51,1003.09,158.07,1000.00,2000.00,1000.00,3.14,12.52,181.03,0.48,0.31,0.82,0.07,0.92,-0.39,0.88,-0.25,-0.41,-0.9092463
52,0.499,-31.1988,0.508,-31.1991,0.355,-31.1991,1641.96,0.57,1003.31,161.08,1000.00,2000.00,1000.00,3.31,12.99,180.83,0.49,0.31,0.81,0.07,0.92,-0.39,0.87,-0.25,-0.43,-0.8912631
53,0.497,-31.2191,0.521,-31.2193,0.259,-31.2193,1640.25,0.63,1003.54,164.09,1000.00,2000.00,1000.00,3.48,13.47,180.62,0.50,0.31,0.81,0.07,0.91,-0.40,0.86,-0.25,-0.44,-0.8796185
54,0.497,-31.2383,0.535,-31.2386,0.228,-31.2386,1638.54,0.69,1003.77,167.10,1000.00,2000.00,1000.00,3.65,13.95,180.40,0.52,0.32,0.80,0.06,0.91,-0.40,0.85,-0.26,-0.45,-0.8587398
55,0.498,-31.2572,0.551,-31.2574,0.000,-31.2574,1636.84,0.75,1004.01,170.10,1000.00,2000.00,1000.00,3.82,14.43,180.16,0.53,0.32,0.79,0.06,0.91,-0.41,0.85,-0.26,-0.46,-0.8471041
56,0.498,-31.2755,0.553,-31.2759,0.184,-31.2758,1635.12,0.82,1004.26,173.10,1000.00,2000.00,1000.00,4.00,14.92,179.92,0.54,0.32,0.78,0.06,0.91,-0.41,0.84,-0.27,-0.47,-0.8351536
57,0.499,-31.2934,0.558,-31.2937,0.137,-31.2936,1633.41,0.89,1004.51,176.09,1000.00,2000.00,1000.00,4.17,15.41,179.66,0.55,0.32,0.77,0.05,0.91,-0.42,0.83,-0.27,-0.49,-0.8164832
58,0.499,-31.3112,0.562,-31.3112,0.000,-31.3110,1631.70,0.96,1004.78,179.08,1000.00,2000.00,1000.00,4.35,15.90,179.40,0.57,0.32,0.76,0.05,0.91,-0.42,0.82,-0.27,-0.50,-0.8083640
59,0.494,-31.3281,0.563,-31.3282,0.000,-31.3281,1629.99,1.04,1005.05,182.07,1000.00,2000.00,1000.00,4.51,16.40,179.15,0.58,0.32,0.75,0.05,0.90,-0.42,0.82,-0.28,-0.51,-0.7972078
60,0.365,-31.3303,0.108,-31.3251,0.000,-31.3249,1628.27,1.11,1005.33,185.05,1000.00,2000.00,1000.00,4.67,16.90,178.90,0.59,0.32,0.74,0.04,0.90,-0.43,0.81,-0.28,-0.52,0.1868511
61,0.498,-31.3610,0.566,-31.3613,0.000,-31.3611,1626.56,1.19,1005.62,188.03,1000.00,2000.00,1000.00,4.82,17.40,178.64,0.60,0.32,0.73,0.04,0.90,-0.43,0.80,-0.29,-0.53,-1.1393387
62,0.000,-31.3518,0.363,-31.3518,0.000,-31.3523,1624.84,1.28,1005.92,191.00,1000.00,2000.00,1000.00,4.98,17.88,178.39,0.61,0.32,0.73,0.04,0.90,-0.43,0.79,-0.29,-0.53,0.4865353
63,0.512,-31.3652,0.000,-31.3654,0.000,-31.3661,1623.13,1.36,1006.23,193.97,1000.00,2000.00,1000.00,5.14,18.38,178.12,0.62,0.32,0.72,0.04,0.90,-0.43,0.79,-0.29,-0.54,-0.6903473
64,0.485,-31.4059,0.553,-31.4055,0.000,-31.4061,1621.41,1.45,1006.54,196.93,1000.00,2000.00,1000.00,5.30,18.88,177.85,0.62,0.32,0.71,0.03,0.90,-0.44,0.78,-0.30,-0.55,-1.1760472
65,0.494,-31.4216,0.562,-31.4217,0.000,-31.4214,1619.69,1.54,1006.87,199.89,1000.00,2000.00,1000.00,5.46,19.38,177.57,0.63,0.32,0.71,0.03,0.90,-0.44,0.77,-0.30,-0.56,-0.7441841
66,0.000,-31.4103,0.000,-31.4110,0.000,-31.4115,1617.97,1.64,1007.20,202.85,1000.00,2000.00,1000.00,5.62,19.86,177.30,0.64,0.32,0.70,0.03,0.90,-0.44,0.77,-0.30,-0.56,0.5367188
67,1.000,-31.4237,0.563,-31.4250,0.000,-31.4255,1616.25,1.73,1007.54,205.80,1000.00,2000.00,1000.00,5.78,20.36,177.01,0.65,0.32,0.69,0.03,0.90,-0.44,0.76,-0.31,-0.57,-0.6967086
68,0.000,-31.4457,0.000,-31.4553,0.000,-31.4600,1614.53,1.83,1007.88,208.74,1000.00,2000.00,1000.00,5.94,20.83,176.73,0.65,0.32,0.69,0.03,0.89,-0.45,0.76,-0.31,-0.57,-1.1204646
69,0.416,-31.4661,0.435,-31.4733,0.167,-31.4728,1612.81,1.93,1008.24,211.68,1000.00,2000.00,1000.00,6.10,21.30,176.46,0.66,0.32,0.68,0.03,0.89,-0.45,0.75,-0.31,-0.58,-0.6566554
70,0.313,-31.4661,0.009,-31.4810,0.000,-31.4657,1611.09,2.04,1008.60,214.62,1000.00,2000.00,1000.00,6.27,21.77,176.18,0.66,0.32,0.68,0.03,0.89,-0.45,0.75,-0.32,-0.58,0.4033521
71,0.349,-31.4796,0.272,-31.4907,0.000,-31.4911,1609.37,2.14,1008.97,217.55,1000.00,2000.00,1000.00,6.43,22.23,175.91,0.67,0.32,0.67,0.03,0.89,-0.45,0.75,-0.32,-0.58,-0.9900313
72,0.512,-31.5002,0.499,-31.5008,0.553,-31.5006,1607.65,2.25,1009.35,220.48,1000.00,2000.00,1000.00,6.59,22.69,175.63,0.67,0.32,0.67,0.03,0.89,-0.46,0.74,-0.32,-0.59,-0.5184367
73,0.517,-31.5148,0.487,-31.5139,0.000,-31.5137,1605.93,2.37,1009.74,223.40,1000.00,2000.00,1000.00,6.75,23.15,175.34,0.67,0.32,0.66,0.03,0.89,-0.46,0.74,-0.33,-0.59,-0.6669819
74,0.844,-31.5276,0.561,-31.5276,0.458,-31.5274,1604.20,2.48,1010.13,226.32,1000.00,2000.00,1000.00,6.91,23.61,175.06,0.68,0.32,0.66,0.03,0.89,-0.46,0.74,-0.33,-0.59,-0.6890532
75,0.482,-31.5421,0.430,-31.5409,0.214,-31.5407,1602.48,2.60,1010.53,229.23,1000.00,2000.00,1000.00,7.08,24.07,174.77,0.68,0.32,0.66,0.03,0.89,-0.46,0.73,-0.33,-0.59,-0.6720481
76,0.648,-31.5364,0.561,-31.5543,0.423,-31.5539,1600.75,2.72,1010.94,232.14,1000.00,2000.00,1000.00,7.24,24.53,174.48,0.68,0.33,0.66,0.03,0.88,-0.46,0.73,-0.33,-0.59,-0.6683933
77,0.401,-31.5555,0.000,-31.5653,0.199,-31.5652,1599.03,2.84,1011.36,235.04,1000.00,2000.00,1000.00,7.40,24.99,174.20,0.68,0.33,0.65,0.03,0.88,-0.47,0.73,-0.34,-0.59,-0.5953799
78,0.509,-31.5763,0.555,-31.5772,0.228,-31.5773,1597.30,2.97,1011.78,237.94,1000.00,2000.00,1000.00,7.57,25.44,173.91,0.68,0.33,0.65,0.03,0.88,-0.47,0.73,-0.34,-0.59,-0.6302912
79,0.505,-31.5872,0.551,-31.5882,0.298,-31.5880,1595.58,3.10,1012.21,240.84,1000.00,2000.00,1000.00,7.73,25.89,173.61,0.68,0.33,0.65,0.03,0.88,-0.47,0.73,-0.34,-0.59,-0.5697672
80,0.480,-31.5997,0.252,-31.5994,0.259,-31.5992,1593.85,3.23,1012.65,243.72,1000.00,2000.00,1000.00,7.90,26.34,173.32,0.68,0.33,0.65,0.03,0.88,-0.47,0.73,-0.34,-0.59,-0.5933375
81,0.463,-31.6064,0.000,-31.6101,0.369,-31.6100,1592.12,3.37,1013.10,246.61,1000.00,2000.00,1000.00,8.06,26.78,173.04,0.68,0.33,0.65,0.03,0.88,-0.48,0.73,-0.35,-0.59,-0.5720358
82,0.502,-31.6183,0.352,-31.6186,0.326,-31.6186,1590.40,3.50,1013.55,249.49,1000.00,2000.00,1000.00,8.23,27.22,172.75,0.68,0.33,0.65,0.03,0.88,-0.48,0.73,-0.35,-0.59,-0.4761958
83,0.507,-31.6307,0.502,-31.6309,0.409,-31.6309,1588.67,3.64,1014.01,252.36,1000.00,2000.00,1000.00,8.39,27.66,172.46,0.68,0.33,0.65,0.03,0.88,-0.48,0.73,-0.35,-0.59,-0.6368322
84,0.506,-31.6418,0.487,-31.6418,0.402,-31.6416,1586.94,3.78,1014.48,255.23,1000.00,2000.00,1000.00,8.56,28.09,172.18,0.68,0.33,0.65,0.04,0.87,-0.48,0.73,-0.35,-0.58,-0.5734907
85,0.483,-31.6525,0.000,-31.6515,0.264,-31.6517,1585.21,3.93,1014.96,258.10,1000.00,2000.00,1000.00,8.73,28.52,171.89,0.68,0.33,0.65,0.04,0.87,-0.49,0.73,-0.36,-0.58,-0.5443751
86,0.516,-31.6626,0.348,-31.6629,0.440,-31.6629,1583.48,4.08,1015.44,260.96,1000.00,2000.00,1000.00,8.89,28.94,171.61,0.68,0.34,0.65,0.04,0.87,-0.49,0.73,-0.36,-0.58,-0.5915260
87,0.506,-31.6729,0.461,-31.6732,0.468,-31.6731,1581.75,4.23,1015.93,263.81,1000.00,2000.00,1000.00,9.06,29.38,171.31,0.68,0.34,0.65,0.04,0.87,-0.49,0.73,-0.36,-0.58,-0.5482185
88,0.513,-31.6858,0.369,-31.6857,0.450,-31.6857,1580.02,4.38,1016.42,266.66,1000.00,2000.00,1000.00,9.23,29.80,171.03,0.68,0.34,0.65,0.04,0.87,-0.49,0.74,-0.36,-0.57,-0.6478375
89,0.487,-31.6961,0.418,-31.6961,0.481,-31.6961,1578.29,4.54,1016.93,269.51,1000.00,2000.00,1000.00,9.40,30.23,170.74,0.67,0.34,0.65,0.05,0.87,-0.50,0.74,-0.37,-0.57,-0.5582426
90,0.514,-31.7082,0.366,-31.7083,0.481,-31.7084,1576.55,4.70,1017.44,272.35,1000.00,2000.00,1000.00,9.57,30.63,170.46,0.67,0.34,0.66,0.05,0.86,-0.50,0.74,-0.37,-0.57,-0.6363142
91,0.488,-31.7185,0.436,-31.7184,0.475,-31.7183,1574.82,4.86,1017.96,275.19,1000.00,2000.00,1000.00,9.74,31.06,170.17,0.67,0.34,0.66,0.05,0.86,-0.50,0.74,-0.37,-0.56,-0.5331615
92,0.510,-31.7307,0.421,-31.7308,0.472,-31.7308,1573.09,5.03,1018.48,278.02,1000.00,2000.00,1000.00,9.91,31.46,169.89,0.67,0.35,0.66,0.05,0.86,-0.51,0.74,-0.37,-0.56,-0.6423575
93,0.489,-31.7403,0.429,-31.7406,0.466,-31.7404,1571.36,5.20,1019.01,280.84,1000.00,2000.00,1000.00,10.09,31.88,169.60,0.67,0.35,0.66,0.05,0.86,-0.51,0.74,-0.37,-0.56,-0.5230867
94,0.511,-31.7525,0.416,-31.7525,0.391,-31.7524,1569.62,5.37,1019.55,283.67,1000.00,2000.00,1000.00,10.26,32.30,169.31,0.67,0.35,0.66,0.06,0.86,-0.51,0.74,-0.38,-0.55,-0.6264715
95,0.487,-31.7648,0.407,-31.7647,0.463,-31.7648,1567.89,5.54,1020.10,286.48,1000.00,2000.00,1000.00,10.43,32.71,169.02,0.66,0.35,0.66,0.06,0.86,-0.51,0.75,-0.38,-0.55,-0.6369802
96,0.512,-31.7764,0.411,-31.7768,0.459,-31.7766,1566.15,5.72,1020.65,289.29,1000.00,2000.00,1000.00,10.61,33.12,168.73,0.66,0.35,0.66,0.06,0.85,-0.52,0.75,-0.38,-0.54,-0.6196033
97,0.489,-31.7883,0.397,-31.7883,0.464,-31.7884,1564.42,5.90,1021.21,292.10,1000.00,2000.00,1000.00,10.78,33.53,168.44,0.66,0.36,0.66,0.06,0.85,-0.52,0.75,-0.38,-0.54,-0.6142737
98,0.511,-31.7997,0.413,-31.8000,0.449,-31.8000,1562.68,6.08,1021.77,294.90,1000.00,2000.00,1000.00,10.96,33.93,168.14,0.66,0.36,0.66,0.06,0.85,-0.52,0.75,-0.39,-0.54,-0.6098273
99,0.489,-31.8115,0.387,-31.8114,0.448,-31.8114,1560.94,6.26,1022.34,297.70,1000.00,2000.00,1000.00,11.13,34.33,167.85,0.66,0.36,0.66,0.07,0.85,-0.53,0.75,-0.39,-0.53,-0.5977296
100,0.510,-31.8227,0.417,-31.8230,0.443,-31.8227,1559.21,6.45,1022.92,300.49,1000.00,2000.00,1000.00,11.31,34.73,167.56,0.65,0.36,0.66,0.07,0.85,-0.53,0.75,-0.39,-0.53,-0.5960073
101,0.489,-31.8342,0.390,-31.8341,0.439,-31.8339,1557.47,6.64,1023.51,303.28,1000.00,2000.00,1000.00,11.49,35.13,167.27,0.65,0.37,0.66,0.07,0.84,-0.53,0.76,-0.39,-0.52,-0.5919991
102,0.510,-31.8451,0.429,-31.8452,0.438,-31.8452,1555.73,6.84,1024.10,306.07,1000.00,2000.00,1000.00,11.66,35.52,166.98,0.65,0.37,0.67,0.07,0.84,-0.54,0.76,-0.40,-0.52,-0.5960857
103,0.489,-31.8563,0.397,-31.8562,0.429,-31.8562,1553.99,7.04,1024.70,308.84,1000.00,2000.00,1000.00,11.84,35.91,166.69,0.65,0.37,0.67,0.07,0.84,-0.54,0.76,-0.40,-0.51,-0.5839174
104,0.510,-31.8667,0.422,-31.8669,0.766,-31.8669,1552.25,7.24,1025.30,311.62,1000.00,2000.00,1000.00,12.02,36.30,166.39,0.64,0.38,0.67,0.08,0.84,-0.54,0.76,-0.40,-0.51,-0.5685492
105,0.489,-31.8780,0.403,-31.8777,1.000,-31.8776,1550.51,7.44,1025.92,314.39,1000.00,2000.00,1000.00,12.20,36.69,166.10,0.64,0.38,0.67,0.08,0.83,-0.55,0.76,-0.40,-0.51,-0.5730060
106,0.511,-31.8887,0.412,-31.8889,1.000,-31.8891,1548.77,7.65,1026.53,317.15,1000.00,2000.00,1000.00,12.39,37.06,165.79,0.64,0.38,0.67,0.08,0.83,-0.55,0.77,-0.40,-0.50,-0.6032606
107,0.489,-31.8998,0.404,-31.8998,1.000,-31.8997,1547.03,7.86,1027.16,319.91,1000.00,2000.00,1000.00,12.59,37.43,165.48,0.64,0.38,0.67,0.08,0.83,-0.55,0.77,-0.41,-0.50,-0.5672479
108,0.510,-31.9107,0.430,-31.9109,1.000,-31.9110,1545.29,8.07,1027.79,322.66,1000.00,2000.00,1000.00,12.78,37.80,165.17,0.63,0.39,0.67,0.08,0.83,-0.56,0.77,-0.41,-0.49,-0.5944380
109,0.489,-31.9219,0.405,-31.9219,1.000,-31.9219,1543.55,8.29,1028.42,325.41,1000.00,2000.00,1000.00,12.98,38.17,164.86,0.63,0.39,0.67,0.08,0.82,-0.56,0.77,-0.41,-0.49,-0.5783207
110,0.511,-31.9327,0.430,-31.9328,1.000,-31.9328,1541.80,8.51,1029.07,328.15,1000.00,2000.00,1000.00,13.17,38.54,164.55,0.63,0.39,0.67,0.09,0.82,-0.56,0.77,-0.41,-0.48,-0.5802442
