Iteration,Aileron,AileronLoss,Elevator,ElevatorLoss,Rudder,RudderLoss,DistanceToTarget,PlanePositionX,PlanePositionY,PlanePositionZ,TargetPositionX,TargetPositionY,TargetPositionZ,PlaneVelocityX,PlaneVelocityY,PlaneVelocityZ,PlaneForwardX,PlaneForwardY,PlaneForwardZ,PlaneUpX,PlaneUpY,PlaneUpZ,PlaneRightX,PlaneRightY,PlaneRightZ,LossAngleChange
453,0.545,-32.1786,0.412,-32.1786,0.612,-32.1786,946.06,233.91,1445.22,981.35,1000.00,2000.00,1000.00,60.70,87.07,69.09,0.85,0.52,0.07,-0.18,0.41,-0.90,0.49,-0.75,-0.44,0.0838029
454,0.544,-32.1771,0.404,-32.1771,0.633,-32.1772,944.36,234.92,1446.67,982.49,1000.00,2000.00,1000.00,60.81,87.07,68.84,0.85,0.52,0.07,-0.18,0.41,-0.90,0.49,-0.75,-0.44,0.0867568
455,0.545,-32.1757,0.417,-32.1757,0.639,-32.1757,942.67,235.93,1448.12,983.64,1000.00,2000.00,1000.00,60.91,87.07,68.59,0.85,0.52,0.07,-0.18,0.40,-0.90,0.49,-0.75,-0.44,0.0872111
456,0.544,-32.1742,0.407,-32.1743,0.534,-32.1743,940.98,236.95,1449.58,984.78,1000.00,2000.00,1000.00,61.02,87.08,68.34,0.85,0.52,0.06,-0.18,0.40,-0.90,0.49,-0.75,-0.44,0.0840302
457,0.578,-32.1728,0.476,-32.1727,0.586,-32.1726,939.29,237.97,1451.03,985.91,1000.00,2000.00,1000.00,61.12,87.08,68.09,0.85,0.52,0.06,-0.18,0.40,-0.90,0.49,-0.75,-0.44,0.0999164
458,0.535,-32.1714,0.403,-32.1714,0.612,-32.1714,937.59,238.99,1452.48,987.04,1000.00,2000.00,1000.00,61.23,87.08,67.84,0.85,0.52,0.06,-0.18,0.40,-0.90,0.49,-0.76,-0.44,0.0765257
459,0.545,-32.1720,0.410,-32.1720,0.000,-32.1720,935.90,240.01,1453.93,988.17,1000.00,2000.00,1000.00,61.33,87.08,67.59,0.85,0.52,0.06,-0.18,0.40,-0.90,0.49,-0.76,-0.43,-0.0377476
460,0.594,-32.1698,0.499,-32.1700,0.000,-32.1698,934.21,241.04,1455.38,989.29,1000.00,2000.00,1000.00,61.44,87.07,67.34,0.85,0.52,0.06,-0.18,0.40,-0.90,0.49,-0.76,-0.43,0.1288296
461,0.538,-32.1701,0.398,-32.1702,0.000,-32.1702,932.52,242.06,1456.83,990.41,1000.00,2000.00,1000.00,61.54,87.07,67.09,0.85,0.52,0.05,-0.18,0.40,-0.90,0.49,-0.76,-0.43,-0.0212828
462,1.000,-32.1679,0.455,-32.1679,0.000,-32.1679,930.83,243.09,1458.28,991.52,1000.00,2000.00,1000.00,61.65,87.07,66.84,0.86,0.52,0.05,-0.18,0.40,-0.90,0.48,-0.76,-0.43,0.1333290
463,0.545,-32.1687,0.407,-32.1687,0.000,-32.1688,929.14,244.12,1459.73,992.63,1000.00,2000.00,1000.00,61.75,87.06,66.59,0.86,0.52,0.05,-0.18,0.40,-0.90,0.48,-0.76,-0.43,-0.0487133
464,1.000,-32.1614,0.468,-32.1616,0.571,-32.1614,927.45,245.15,1461.19,993.74,1000.00,2000.00,1000.00,61.86,87.06,66.34,0.86,0.51,0.05,-0.19,0.39,-0.90,0.48,-0.76,-0.43,0.4161568
465,0.544,-32.1612,0.417,-32.1613,1.000,-32.1612,925.76,246.18,1462.64,994.84,1000.00,2000.00,1000.00,61.96,87.05,66.09,0.86,0.51,0.05,-0.19,0.39,-0.90,0.48,-0.76,-0.43,0.0102993
466,0.635,-32.1629,0.472,-32.1629,0.000,-32.1629,924.07,247.22,1464.09,995.94,1000.00,2000.00,1000.00,62.07,87.05,65.83,0.86,0.51,0.04,-0.19,0.39,-0.90,0.48,-0.76,-0.43,-0.0987833
467,0.545,-32.1635,0.403,-32.1634,0.000,-32.1634,922.38,248.25,1465.54,997.03,1000.00,2000.00,1000.00,62.17,87.04,65.58,0.86,0.51,0.04,-0.19,0.39,-0.90,0.48,-0.76,-0.43,-0.0347760
468,0.626,-32.1629,0.459,-32.1629,0.000,-32.1627,920.69,249.29,1466.99,998.12,1000.00,2000.00,1000.00,62.28,87.03,65.33,0.86,0.51,0.04,-0.19,0.39,-0.90,0.48,-0.77,-0.43,0.0457444
469,0.612,-32.1624,0.501,-32.1625,0.000,-32.1626,919.00,250.33,1468.44,999.20,1000.00,2000.00,1000.00,62.38,87.03,65.09,0.86,0.51,0.04,-0.19,0.39,-0.90,0.48,-0.77,-0.43,0.0070952
470,0.507,-32.1615,0.000,-32.1615,0.000,-32.1615,917.31,251.37,1469.89,1000.28,1000.00,2000.00,1000.00,62.48,87.03,64.84,0.86,0.51,0.04,-0.19,0.39,-0.90,0.47,-0.77,-0.43,0.0610355
471,0.545,-32.1556,0.406,-32.1557,0.576,-32.1557,915.62,252.42,1471.34,1001.36,1000.00,2000.00,1000.00,62.58,87.03,64.60,0.86,0.51,0.04,-0.19,0.39,-0.90,0.47,-0.77,-0.43,0.3360276
472,1.000,-32.1534,0.472,-32.1534,0.702,-32.1534,913.93,253.46,1472.79,1002.43,1000.00,2000.00,1000.00,62.68,87.02,64.35,0.86,0.51,0.03,-0.19,0.39,-0.90,0.47,-0.77,-0.43,0.1407412
473,1.000,-32.1583,0.494,-32.1583,0.000,-32.1583,912.25,254.51,1474.24,1003.50,1000.00,2000.00,1000.00,62.79,87.02,64.11,0.86,0.51,0.03,-0.19,0.38,-0.90,0.47,-0.77,-0.43,-0.2887836
474,0.524,-32.1594,0.327,-32.1594,0.000,-32.1593,910.56,255.56,1475.69,1004.57,1000.00,2000.00,1000.00,62.89,87.02,63.86,0.86,0.51,0.03,-0.19,0.38,-0.90,0.47,-0.77,-0.43,-0.0567018
475,0.661,-32.1591,0.533,-32.1591,0.000,-32.1590,908.87,256.61,1477.14,1005.63,1000.00,2000.00,1000.00,62.99,87.01,63.62,0.86,0.51,0.03,-0.20,0.38,-0.90,0.47,-0.77,-0.43,0.0128167
476,0.499,-32.1585,0.000,-32.1585,0.000,-32.1585,907.19,257.66,1478.59,1006.68,1000.00,2000.00,1000.00,63.09,87.01,63.38,0.86,0.51,0.03,-0.20,0.38,-0.90,0.47,-0.77,-0.43,0.0354618
477,0.545,-32.1587,0.360,-32.1589,0.000,-32.1588,905.50,258.71,1480.04,1007.74,1000.00,2000.00,1000.00,63.19,87.01,63.13,0.86,0.51,0.02,-0.20,0.38,-0.90,0.47,-0.77,-0.43,-0.0217403
478,1.000,-32.1578,0.522,-32.1579,0.000,-32.1578,903.81,259.76,1481.49,1008.78,1000.00,2000.00,1000.00,63.29,87.00,62.88,0.86,0.51,0.02,-0.20,0.38,-0.90,0.47,-0.78,-0.43,0.0603514
479,0.585,-32.1548,0.425,-32.1549,1.000,-32.1548,902.13,260.82,1482.94,1009.83,1000.00,2000.00,1000.00,63.39,86.99,62.65,0.86,0.51,0.02,-0.20,0.38,-0.91,0.47,-0.78,-0.42,0.1795487
480,0.643,-32.1584,0.518,-32.1584,0.000,-32.1584,900.44,261.88,1484.39,1010.87,1000.00,2000.00,1000.00,63.50,86.99,62.41,0.86,0.51,0.02,-0.20,0.37,-0.91,0.47,-0.78,-0.42,-0.2108244
481,0.521,-32.1546,0.372,-32.1545,1.000,-32.1545,898.75,262.94,1485.84,1011.90,1000.00,2000.00,1000.00,63.60,86.98,62.18,0.86,0.51,0.02,-0.20,0.37,-0.91,0.47,-0.78,-0.42,0.2247886
482,0.026,-32.1572,0.273,-32.1572,0.000,-32.1572,897.07,264.00,1487.29,1012.94,1000.00,2000.00,1000.00,63.70,86.97,61.93,0.86,0.51,0.02,-0.20,0.37,-0.91,0.46,-0.78,-0.42,-0.1559648
483,1.000,-32.1573,0.498,-32.1572,0.000,-32.1573,895.38,265.06,1488.74,1013.96,1000.00,2000.00,1000.00,63.80,86.96,61.70,0.86,0.51,0.02,-0.20,0.37,-0.91,0.46,-0.78,-0.42,-0.0068663
484,0.513,-32.1547,0.364,-32.1548,0.797,-32.1548,893.70,266.13,1490.19,1014.99,1000.00,2000.00,1000.00,63.90,86.95,61.45,0.86,0.51,0.01,-0.20,0.37,-0.91,0.46,-0.78,-0.42,0.1494808
485,0.662,-32.1534,1.000,-32.1534,1.000,-32.1534,892.01,267.20,1491.64,1016.01,1000.00,2000.00,1000.00,64.00,86.94,61.22,0.86,0.51,0.01,-0.20,0.37,-0.91,0.46,-0.78,-0.42,0.0847119
486,0.614,-32.1541,0.509,-32.1539,0.987,-32.1539,890.33,268.26,1493.09,1017.03,1000.00,2000.00,1000.00,64.11,86.93,60.98,0.86,0.51,0.01,-0.20,0.37,-0.91,0.46,-0.78,-0.42,-0.0297459
487,0.619,-32.1535,0.516,-32.1535,0.568,-32.1536,888.65,269.33,1494.54,1018.04,1000.00,2000.00,1000.00,64.21,86.92,60.75,0.86,0.51,0.01,-0.20,0.36,-0.91,0.46,-0.78,-0.42,0.0139609
488,0.457,-32.1532,0.383,-32.1532,0.958,-32.1533,886.96,270.41,1495.98,1019.05,1000.00,2000.00,1000.00,64.31,86.91,60.51,0.86,0.51,0.01,-0.20,0.36,-0.91,0.46,-0.78,-0.41,0.0208252
489,0.531,-32.1529,0.417,-32.1529,1.000,-32.1529,885.28,271.48,1497.43,1020.05,1000.00,2000.00,1000.00,64.41,86.89,60.27,0.86,0.51,0.01,-0.20,0.36,-0.91,0.46,-0.78,-0.41,0.0251717
490,0.666,-32.1522,1.000,-32.1518,0.995,-32.1514,883.59,272.56,1498.88,1021.05,1000.00,2000.00,1000.00,64.52,86.87,60.03,0.86,0.51,0.01,-0.20,0.36,-0.91,0.46,-0.78,-0.41,0.0840302
491,0.505,-32.1523,0.405,-32.1523,0.627,-32.1524,881.91,273.63,1500.33,1022.05,1000.00,2000.00,1000.00,64.62,86.84,59.79,0.86,0.51,0.01,-0.20,0.36,-0.91,0.46,-0.78,-0.41,-0.0576144
492,0.545,-32.1521,0.442,-32.1521,1.000,-32.1521,880.23,274.71,1501.77,1023.04,1000.00,2000.00,1000.00,64.73,86.83,59.54,0.86,0.51,0.01,-0.20,0.36,-0.91,0.47,-0.79,-0.41,0.0192237
493,0.465,-32.1519,0.367,-32.1518,1.000,-32.1516,878.55,275.79,1503.22,1024.03,1000.00,2000.00,1000.00,64.83,86.81,59.29,0.86,0.51,0.00,-0.20,0.35,-0.91,0.46,-0.79,-0.41,0.0302032
494,0.000,-32.1512,0.342,-32.1513,1.000,-32.1511,876.86,276.87,1504.67,1025.01,1000.00,2000.00,1000.00,64.93,86.79,59.04,0.86,0.51,0.00,-0.20,0.35,-0.91,0.46,-0.79,-0.41,0.0272302
495,0.000,-32.1514,0.316,-32.1514,0.695,-32.1513,875.18,277.96,1506.11,1025.99,1000.00,2000.00,1000.00,65.03,86.77,58.79,0.86,0.51,0.00,-0.20,0.35,-0.91,0.46,-0.79,-0.41,-0.0125878
496,0.542,-32.1514,0.431,-32.1514,0.627,-32.1514,873.50,279.04,1507.56,1026.97,1000.00,2000.00,1000.00,65.13,86.75,58.55,0.86,0.51,-0.00,-0.21,0.35,-0.91,0.46,-0.79,-0.40,-0.0050354
497,0.543,-32.1512,0.433,-32.1512,0.617,-32.1514,871.82,280.13,1509.01,1027.94,1000.00,2000.00,1000.00,65.24,86.73,58.30,0.86,0.51,-0.00,-0.21,0.35,-0.91,0.46,-0.79,-0.40,-0.0004578
498,1.000,-32.1515,0.482,-32.1515,0.000,-32.1515,870.14,281.22,1510.45,1028.91,1000.00,2000.00,1000.00,65.34,86.71,58.05,0.86,0.51,-0.00,-0.21,0.35,-0.92,0.46,-0.79,-0.40,-0.0029755
499,1.000,-32.1518,0.562,-32.1518,0.000,-32.1518,868.46,282.31,1511.90,1029.87,1000.00,2000.00,1000.00,65.44,86.69,57.81,0.86,0.51,-0.00,-0.21,0.34,-0.92,0.46,-0.79,-0.40,-0.0187661
500,0.531,-32.1510,0.421,-32.1510,0.576,-32.1510,866.78,283.40,1513.34,1030.83,1000.00,2000.00,1000.00,65.54,86.67,57.56,0.86,0.51,-0.01,-0.21,0.34,-0.92,0.46,-0.79,-0.40,0.0475715
501,1.000,-32.1519,0.507,-32.1519,0.000,-32.1519,865.10,284.50,1514.78,1031.79,1000.00,2000.00,1000.00,65.64,86.64,57.32,0.86,0.51,-0.01,-0.21,0.34,-0.92,0.46,-0.79,-0.40,-0.0535072
502,0.539,-32.1531,0.390,-32.1533,0.000,-32.1531,863.42,285.59,1516.23,1032.74,1000.00,2000.00,1000.00,65.74,86.62,57.07,0.86,0.51,-0.01,-0.21,0.34,-0.92,0.46,-0.79,-0.40,-0.0751603
503,0.540,-32.1509,0.425,-32.1510,1.000,-32.1509,861.74,286.69,1517.67,1033.68,1000.00,2000.00,1000.00,65.84,86.60,56.82,0.86,0.50,-0.01,-0.21,0.34,-0.92,0.46,-0.79,-0.40,0.1326545
504,1.000,-32.1520,0.801,-32.1520,0.000,-32.1520,860.06,287.79,1519.11,1034.63,1000.00,2000.00,1000.00,65.95,86.57,56.57,0.86,0.50,-0.01,-0.21,0.34,-0.92,0.46,-0.79,-0.40,-0.0662785
505,1.000,-32.1505,0.549,-32.1506,0.542,-32.1505,858.38,288.89,1520.56,1035.57,1000.00,2000.00,1000.00,66.05,86.54,56.33,0.86,0.50,-0.01,-0.21,0.34,-0.92,0.46,-0.80,-0.40,0.0912982
506,0.956,-32.1508,0.570,-32.1508,0.582,-32.1508,856.70,289.99,1522.00,1036.50,1000.00,2000.00,1000.00,66.15,86.52,56.08,0.86,0.50,-0.02,-0.21,0.33,-0.92,0.46,-0.80,-0.40,-0.0178509
507,0.529,-32.1516,0.000,-32.1517,0.602,-32.1517,855.02,291.10,1523.44,1037.43,1000.00,2000.00,1000.00,66.25,86.49,55.84,0.86,0.50,-0.02,-0.21,0.33,-0.92,0.46,-0.80,-0.39,-0.0551047
508,0.544,-32.1521,0.394,-32.1521,0.503,-32.1522,853.34,292.20,1524.88,1038.36,1000.00,2000.00,1000.00,66.35,86.47,55.59,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.0279163
509,0.542,-32.1549,0.378,-32.1549,0.024,-32.1549,851.66,293.31,1526.32,1039.28,1000.00,2000.00,1000.00,66.45,86.44,55.34,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.1595365
510,1.000,-32.1520,0.495,-32.1522,1.000,-32.1521,849.98,294.42,1527.76,1040.20,1000.00,2000.00,1000.00,66.56,86.41,55.09,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,0.1637726
511,0.000,-32.1530,0.254,-32.1530,0.526,-32.1530,848.30,295.53,1529.20,1041.11,1000.00,2000.00,1000.00,66.66,86.38,54.85,0.87,0.50,-0.02,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.0539637
512,1.000,-32.1562,0.506,-32.1562,0.000,-32.1562,846.63,296.64,1530.64,1042.02,1000.00,2000.00,1000.00,66.76,86.35,54.60,0.87,0.50,-0.03,-0.21,0.33,-0.92,0.45,-0.80,-0.39,-0.1864090
513,1.000,-32.1573,0.537,-32.1573,0.000,-32.1573,844.95,297.76,1532.08,1042.93,1000.00,2000.00,1000.00,66.86,86.32,54.35,0.87,0.50,-0.03,-0.22,0.33,-0.92,0.45,-0.81,-0.39,-0.0696959
514,0.520,-32.1588,0.000,-32.1588,0.000,-32.1588,843.27,298.87,1533.52,1043.83,1000.00,2000.00,1000.00,66.96,86.29,54.10,0.87,0.49,-0.03,-0.22,0.32,-0.92,0.45,-0.81,-0.39,-0.0912982
515,1.000,-32.1599,0.615,-32.1600,0.000,-32.1599,841.59,299.99,1534.96,1044.73,1000.00,2000.00,1000.00,67.07,86.26,53.86,0.87,0.49,-0.03,-0.22,0.32,-0.92,0.44,-0.81,-0.39,-0.0649111
516,0.632,-32.1617,0.457,-32.1617,0.000,-32.1617,839.92,301.11,1536.39,1045.62,1000.00,2000.00,1000.00,67.17,86.23,53.63,0.87,0.49,-0.03,-0.22,0.32,-0.92,0.44,-0.81,-0.39,-0.1069361
517,1.000,-32.1631,0.472,-32.1631,0.000,-32.1631,838.24,302.23,1537.83,1046.51,1000.00,2000.00,1000.00,67.27,86.20,53.39,0.87,0.49,-0.03,-0.22,0.32,-0.92,0.44,-0.81,-0.39,-0.0815297
518,0.494,-32.1648,0.000,-32.1648,0.000,-32.1648,836.56,303.35,1539.27,1047.40,1000.00,2000.00,1000.00,67.37,86.18,53.16,0.87,0.49,-0.04,-0.22,0.32,-0.92,0.44,-0.81,-0.38,-0.0999164
519,0.655,-32.1612,0.508,-32.1612,0.946,-32.1612,834.89,304.48,1540.70,1048.28,1000.00,2000.00,1000.00,67.47,86.15,52.92,0.87,0.49,-0.04,-0.22,0.32,-0.92,0.44,-0.81,-0.38,0.2079776
520,0.482,-32.1679,0.000,-32.1678,0.000,-32.1678,833.21,305.60,1542.14,1049.16,1000.00,2000.00,1000.00,67.57,86.12,52.69,0.87,0.49,-0.04,-0.22,0.32,-0.92,0.44,-0.81,-0.38,-0.3774192
521,1.000,-32.1697,1.000,-32.1697,0.000,-32.1697,831.53,306.73,1543.57,1050.03,1000.00,2000.00,1000.00,67.67,86.09,52.45,0.87,0.49,-0.04,-0.22,0.31,-0.92,0.44,-0.81,-0.38,-0.1087459
522,0.547,-32.1724,0.327,-32.1724,0.007,-32.1724,829.86,307.86,1545.01,1050.90,1000.00,2000.00,1000.00,67.77,86.06,52.22,0.87,0.49,-0.04,-0.22,0.31,-0.92,0.44,-0.82,-0.38,-0.1610978
523,0.546,-32.1744,0.324,-32.1744,0.000,-32.1744,828.18,308.99,1546.44,1051.77,1000.00,2000.00,1000.00,67.88,86.03,51.98,0.87,0.49,-0.04,-0.22,0.31,-0.92,0.44,-0.82,-0.38,-0.1202664
524,0.569,-32.1766,0.352,-32.1766,0.006,-32.1766,826.51,310.13,1547.87,1052.63,1000.00,2000.00,1000.00,67.98,86.00,51.74,0.87,0.49,-0.04,-0.22,0.31,-0.93,0.44,-0.82,-0.38,-0.1292798
525,1.000,-32.1782,0.496,-32.1782,0.000,-32.1782,824.83,311.26,1549.31,1053.49,1000.00,2000.00,1000.00,68.08,85.97,51.51,0.87,0.48,-0.04,-0.22,0.31,-0.93,0.44,-0.82,-0.37,-0.1012758
526,1.000,-32.1771,0.485,-32.1771,1.000,-32.1771,823.16,312.40,1550.74,1054.34,1000.00,2000.00,1000.00,68.18,85.94,51.27,0.87,0.48,-0.05,-0.22,0.31,-0.93,0.43,-0.82,-0.37,0.0703792
527,0.675,-32.1829,0.467,-32.1830,0.003,-32.1829,821.48,313.54,1552.17,1055.19,1000.00,2000.00,1000.00,68.28,85.90,51.04,0.87,0.48,-0.05,-0.22,0.30,-0.93,0.43,-0.82,-0.37,-0.3343947
528,0.545,-32.1852,0.251,-32.1851,0.000,-32.1851,819.81,314.68,1553.60,1056.04,1000.00,2000.00,1000.00,68.39,85.87,50.80,0.87,0.48,-0.05,-0.22,0.30,-0.93,0.43,-0.82,-0.37,-0.1353520
529,0.290,-32.1874,0.230,-32.1873,0.000,-32.1874,818.13,315.82,1555.03,1056.88,1000.00,2000.00,1000.00,68.49,85.84,50.57,0.87,0.48,-0.05,-0.22,0.30,-0.93,0.43,-0.82,-0.37,-0.1324296
530,1.000,-32.1897,0.475,-32.1897,0.000,-32.1897,816.46,316.96,1556.46,1057.72,1000.00,2000.00,1000.00,68.59,85.80,50.33,0.87,0.48,-0.05,-0.22,0.30,-0.93,0.44,-0.82,-0.37,-0.1414142
531,0.656,-32.1909,0.432,-32.1909,0.773,-32.1909,814.78,318.10,1557.89,1058.56,1000.00,2000.00,1000.00,68.70,85.77,50.10,0.87,0.48,-0.05,-0.22,0.30,-0.93,0.44,-0.82,-0.36,-0.0696959
532,0.545,-32.1932,0.352,-32.1932,0.995,-32.1931,813.11,319.25,1559.32,1059.39,1000.00,2000.00,1000.00,68.80,85.73,49.87,0.87,0.49,-0.05,-0.22,0.29,-0.93,0.44,-0.82,-0.36,-0.1346778
533,0.646,-32.1954,0.479,-32.1953,0.790,-32.1955,811.43,320.40,1560.75,1060.22,1000.00,2000.00,1000.00,68.90,85.69,49.64,0.87,0.49,-0.05,-0.22,0.29,-0.93,0.44,-0.82,-0.36,-0.1375985
534,1.000,-32.1973,0.439,-32.1973,1.000,-32.1973,809.76,321.55,1562.18,1061.04,1000.00,2000.00,1000.00,69.00,85.66,49.40,0.87,0.49,-0.05,-0.22,0.29,-0.93,0.44,-0.82,-0.36,-0.1087459
535,0.510,-32.2004,0.378,-32.2005,1.000,-32.2004,808.09,322.70,1563.60,1061.86,1000.00,2000.00,1000.00,69.11,85.62,49.17,0.87,0.49,-0.05,-0.22,0.29,-0.93,0.44,-0.82,-0.36,-0.1839767
536,1.000,-32.2026,0.477,-32.2024,0.758,-32.2024,806.41,323.86,1565.03,1062.67,1000.00,2000.00,1000.00,69.21,85.58,48.94,0.87,0.49,-0.05,-0.22,0.29,-0.93,0.44,-0.82,-0.36,-0.1218452
537,0.486,-32.2052,0.385,-32.2052,1.000,-32.2052,804.74,325.01,1566.45,1063.49,1000.00,2000.00,1000.00,69.31,85.55,48.71,0.87,0.49,-0.05,-0.22,0.28,-0.93,0.44,-0.82,-0.35,-0.1684477
538,0.645,-32.2076,0.510,-32.2077,0.793,-32.2077,803.06,326.17,1567.88,1064.29,1000.00,2000.00,1000.00,69.41,85.51,48.47,0.87,0.49,-0.06,-0.22,0.28,-0.93,0.44,-0.83,-0.35,-0.1488093
539,0.000,-32.2102,0.416,-32.2102,0.811,-32.2102,801.39,327.33,1569.30,1065.10,1000.00,2000.00,1000.00,69.52,85.47,48.24,0.87,0.49,-0.06,-0.22,0.28,-0.94,0.44,-0.83,-0.35,-0.1454499
540,0.597,-32.2127,0.486,-32.2129,1.000,-32.2127,799.72,328.49,1570.73,1065.90,1000.00,2000.00,1000.00,69.62,85.42,48.00,0.87,0.49,-0.06,-0.22,0.28,-0.94,0.45,-0.83,-0.35,-0.1517181
541,0.545,-32.2160,0.425,-32.2160,1.000,-32.2160,798.04,329.65,1572.15,1066.69,1000.00,2000.00,1000.00,69.72,85.38,47.77,0.87,0.49,-0.06,-0.22,0.27,-0.94,0.45,-0.83,-0.34,-0.1906051
542,0.541,-32.2184,0.333,-32.2187,0.936,-32.2184,796.37,330.81,1573.57,1067.49,1000.00,2000.00,1000.00,69.83,85.33,47.52,0.87,0.49,-0.06,-0.22,0.27,-0.94,0.45,-0.83,-0.34,-0.1432084
543,0.639,-32.2207,0.474,-32.2207,1.000,-32.2207,794.70,331.98,1574.99,1068.27,1000.00,2000.00,1000.00,69.93,85.28,47.28,0.87,0.49,-0.06,-0.22,0.27,-0.94,0.45,-0.83,-0.34,-0.1380476
544,0.272,-32.2237,0.381,-32.2238,0.723,-32.2240,793.03,333.14,1576.42,1069.06,1000.00,2000.00,1000.00,70.03,85.24,47.04,0.87,0.50,-0.06,-0.22,0.27,-0.94,0.45,-0.83,-0.34,-0.1956754
545,0.544,-32.2270,0.431,-32.2271,1.000,-32.2270,791.35,334.31,1577.84,1069.84,1000.00,2000.00,1000.00,70.13,85.20,46.79,0.87,0.50,-0.06,-0.22,0.26,-0.94,0.45,-0.83,-0.34,-0.1813207
546,1.000,-32.2301,0.497,-32.2301,1.000,-32.2299,789.68,335.48,1579.25,1070.61,1000.00,2000.00,1000.00,70.24,85.15,46.54,0.87,0.50,-0.06,-0.22,0.26,-0.94,0.45,-0.83,-0.33,-0.1684477
547,0.613,-32.2328,0.500,-32.2328,1.000,-32.2327,788.01,336.66,1580.67,1071.39,1000.00,2000.00,1000.00,70.34,85.11,46.31,0.87,0.50,-0.06,-0.22,0.26,-0.94,0.45,-0.83,-0.33,-0.1695597
548,0.756,-32.2360,1.000,-32.2360,1.000,-32.2360,786.33,337.83,1582.09,1072.15,1000.00,2000.00,1000.00,70.44,85.06,46.07,0.86,0.50,-0.06,-0.22,0.26,-0.94,0.45,-0.83,-0.33,-0.1967763
549,0.520,-32.2396,0.357,-32.2396,1.000,-32.2397,784.66,339.01,1583.51,1072.92,1000.00,2000.00,1000.00,70.54,85.02,45.83,0.86,0.50,-0.06,-0.22,0.25,-0.94,0.45,-0.83,-0.33,-0.2165078
550,0.511,-32.2431,0.388,-32.2431,0.718,-32.2431,782.99,340.18,1584.92,1073.68,1000.00,2000.00,1000.00,70.64,84.97,45.58,0.86,0.50,-0.06,-0.22,0.25,-0.94,0.45,-0.83,-0.33,-0.2029324
551,1.000,-32.2458,0.526,-32.2458,0.658,-32.2458,781.32,341.36,1586.34,1074.43,1000.00,2000.00,1000.00,70.74,84.93,45.35,0.86,0.50,-0.07,-0.22,0.25,-0.94,0.45,-0.83,-0.32,-0.1602057
552,0.537,-32.2500,0.379,-32.2499,0.647,-32.2499,779.65,342.54,1587.75,1075.18,1000.00,2000.00,1000.00,70.84,84.88,45.10,0.86,0.50,-0.07,-0.22,0.25,-0.94,0.45,-0.83,-0.32,-0.2390963
553,1.000,-32.2529,0.509,-32.2529,0.659,-32.2530,777.97,343.73,1589.17,1075.93,1000.00,2000.00,1000.00,70.95,84.84,44.87,0.86,0.50,-0.07,-0.22,0.25,-0.94,0.45,-0.83,-0.32,-0.1815422
554,0.481,-32.2566,0.000,-32.2565,0.682,-32.2566,776.30,344.91,1590.58,1076.68,1000.00,2000.00,1000.00,71.05,84.79,44.62,0.86,0.50,-0.07,-0.22,0.24,-0.95,0.45,-0.83,-0.32,-0.2149790
555,1.000,-32.2601,0.438,-32.2601,0.629,-32.2601,774.63,346.10,1591.99,1077.42,1000.00,2000.00,1000.00,71.15,84.74,44.39,0.86,0.50,-0.07,-0.22,0.24,-0.95,0.45,-0.83,-0.32,-0.2090729
556,0.533,-32.2643,0.380,-32.2643,0.673,-32.2643,772.96,347.28,1593.40,1078.15,1000.00,2000.00,1000.00,71.25,84.70,44.14,0.86,0.50,-0.07,-0.22,0.24,-0.95,0.45,-0.83,-0.32,-0.2455674
557,1.000,-32.2675,0.447,-32.2675,0.656,-32.2676,771.29,348.47,1594.82,1078.88,1000.00,2000.00,1000.00,71.35,84.65,43.91,0.87,0.50,-0.07,-0.22,0.24,-0.95,0.45,-0.83,-0.31,-0.1967763
558,0.525,-32.2716,0.383,-32.2718,0.664,-32.2717,769.62,349.66,1596.23,1079.61,1000.00,2000.00,1000.00,71.45,84.60,43.67,0.87,0.50,-0.07,-0.22,0.24,-0.95,0.45,-0.84,-0.31,-0.2406081
559,1.000,-32.2750,0.477,-32.2751,0.621,-32.2750,767.94,350.86,1597.63,1080.33,1000.00,2000.00,1000.00,71.56,84.55,43.43,0.87,0.49,-0.07,-0.22,0.23,-0.95,0.45,-0.84,-0.31,-0.1972165
560,1.000,-32.2790,0.483,-32.2789,0.620,-32.2789,766.27,352.05,1599.04,1081.05,1000.00,2000.00,1000.00,71.66,84.50,43.20,0.87,0.49,-0.08,-0.22,0.23,-0.95,0.45,-0.84,-0.31,-0.2278316
561,0.538,-32.2834,0.387,-32.2834,0.564,-32.2833,764.60,353.25,1600.45,1081.77,1000.00,2000.00,1000.00,71.77,84.45,42.96,0.87,0.49,-0.08,-0.22,0.23,-0.95,0.45,-0.84,-0.31,-0.2595156
562,1.000,-32.2867,0.993,-32.2868,0.514,-32.2868,762.93,354.44,1601.86,1082.48,1000.00,2000.00,1000.00,71.87,84.39,42.72,0.87,0.49,-0.08,-0.22,0.23,-0.95,0.45,-0.84,-0.30,-0.2029324
563,0.631,-32.2915,0.472,-32.2914,0.605,-32.2915,761.26,355.64,1603.26,1083.19,1000.00,2000.00,1000.00,71.97,84.34,42.49,0.87,0.49,-0.08,-0.22,0.23,-0.95,0.45,-0.84,-0.30,-0.2756939
